"trainerID","itemID","obtention_method","date_time"
"155","375","HARVESTED","Tue Apr 28 02:10:10 CEST 1998"
"155","31","HARVESTED","Mon Dec 26 12:26:24 CET 2005"
"155","393","HARVESTED","Sat Sep 24 05:51:21 CEST 2011"
"155","355","FOUND","Mon Nov 07 06:36:10 CET 2016"
"155","237","REWARD","Thu Feb 23 14:41:48 CET 2012"
"155","562","HARVESTED","Wed Sep 11 07:02:48 CEST 2019"
"155","199","REWARD","Sun Dec 08 21:41:29 CET 2019"
"155","541","REWARD","Sat Dec 20 14:31:42 CET 2014"
"156","515","REWARD","Wed Sep 13 20:00:21 CEST 2000"
"156","278","GIFTED","Tue Feb 04 05:48:05 CET 2003"
"156","352","GIFTED","Sat Apr 26 18:58:13 CEST 2003"
"156","83","GIFTED","Wed Oct 27 05:38:55 CEST 1999"
"156","345","HARVESTED","Fri Aug 01 08:01:45 CEST 1997"
"156","158","GIFTED","Mon Sep 14 10:25:49 CEST 2020"
"156","406","FOUND","Sat Sep 17 16:06:31 CEST 2011"
"156","13","GIFTED","Wed May 06 20:11:47 CEST 2020"
"156","428","GIFTED","Fri Oct 12 13:34:12 CEST 2018"
"157","361","HARVESTED","Sat Mar 19 22:02:47 CET 2016"
"157","500","FOUND","Thu Jul 22 00:16:56 CEST 1999"
"157","33","GIFTED","Sun Apr 06 07:26:37 CEST 2008"
"157","5","GIFTED","Mon Apr 03 15:36:54 CEST 2023"
"157","94","REWARD","Fri Nov 01 21:03:51 CET 2019"
"157","29","HARVESTED","Sun Oct 30 09:52:05 CET 2022"
"157","160","FOUND","Fri Oct 28 14:18:59 CEST 2022"
"157","540","HARVESTED","Mon Jan 27 05:38:46 CET 2003"
"157","15","HARVESTED","Sun Apr 21 11:49:05 CEST 1996"
"157","146","REWARD","Sat Sep 28 00:59:15 CEST 2013"
"157","315","REWARD","Wed Jun 16 10:36:23 CEST 2004"
"157","526","FOUND","Mon Mar 05 13:05:14 CET 2007"
"157","267","FOUND","Sun Oct 07 22:33:20 CEST 2012"
"157","157","GIFTED","Wed Feb 23 00:18:30 CET 2011"
"157","34","REWARD","Sun Feb 09 00:55:54 CET 2014"
"157","474","GIFTED","Mon Mar 07 02:38:29 CET 2011"
"157","204","FOUND","Fri Feb 08 07:49:35 CET 2013"
"157","60","GIFTED","Sat Mar 04 16:19:34 CET 2017"
"157","234","REWARD","Fri Feb 26 12:27:20 CET 2016"
"157","355","FOUND","Fri May 28 09:35:41 CEST 2004"
"157","369","REWARD","Tue May 05 13:46:55 CEST 2015"
"157","119","HARVESTED","Fri Oct 16 02:22:01 CEST 1998"
"157","420","GIFTED","Thu Oct 24 13:54:14 CEST 2002"
"157","37","HARVESTED","Fri Jul 08 18:19:58 CEST 2022"
"157","118","FOUND","Sun Jun 20 04:42:21 CEST 1999"
"157","332","FOUND","Fri May 05 17:27:56 CEST 2006"
"157","227","GIFTED","Wed Apr 13 03:05:00 CEST 2022"
"157","428","FOUND","Wed Nov 21 00:06:17 CET 2012"
"157","285","FOUND","Tue Nov 09 13:12:14 CET 1999"
"158","439","HARVESTED","Mon Jun 11 01:12:41 CEST 2018"
"158","386","FOUND","Mon Feb 17 22:23:46 CET 2020"
"159","508","HARVESTED","Tue Mar 19 21:13:47 CET 2019"
"159","230","FOUND","Tue Dec 09 04:56:56 CET 2003"
"159","527","REWARD","Mon Dec 23 12:26:19 CET 2002"
"159","1","GIFTED","Fri Sep 13 17:27:32 CEST 2013"
"159","453","REWARD","Tue Mar 27 08:12:51 CEST 2001"
"159","172","FOUND","Thu Jan 01 12:55:16 CET 1998"
"159","13","REWARD","Sat Jun 22 12:59:09 CEST 2013"
"160","70","FOUND","Sun Jan 01 06:40:08 CET 2023"
"160","53","GIFTED","Tue Jul 16 15:49:01 CEST 2013"
"160","380","HARVESTED","Thu Nov 15 10:41:59 CET 2001"
"160","382","REWARD","Thu Aug 08 17:21:53 CEST 1996"
"161","500","HARVESTED","Tue Jan 06 10:06:04 CET 2009"
"161","491","GIFTED","Tue Jul 06 02:05:20 CEST 2021"
"161","238","HARVESTED","Thu Aug 23 20:04:13 CEST 2018"
"161","420","REWARD","Mon Jun 11 05:48:11 CEST 2001"
"161","163","GIFTED","Wed Nov 17 00:50:49 CET 2004"
"161","181","REWARD","Sat Jan 26 10:13:19 CET 2019"
"162","268","GIFTED","Mon Mar 13 14:48:57 CET 2006"
"162","69","GIFTED","Mon Apr 04 12:30:12 CEST 2005"
"162","411","FOUND","Mon Nov 15 12:28:37 CET 2004"
"162","524","HARVESTED","Mon Feb 20 02:33:19 CET 2023"
"162","518","REWARD","Sun Sep 05 13:28:36 CEST 1999"
"162","135","REWARD","Thu Nov 14 08:25:20 CET 2013"
"162","414","GIFTED","Sat Apr 29 16:39:40 CEST 2000"
"162","18","GIFTED","Tue Jun 29 08:45:37 CEST 1999"
"162","27","REWARD","Thu Jul 26 16:15:53 CEST 2001"
"162","156","FOUND","Wed May 31 18:33:47 CEST 2017"
"162","119","REWARD","Tue May 23 13:18:01 CEST 2006"
"162","414","FOUND","Sat Jan 06 21:59:23 CET 2018"
"162","7","GIFTED","Mon Apr 28 01:42:42 CEST 2008"
"162","65","HARVESTED","Tue Jul 21 07:44:58 CEST 1998"
"162","482","HARVESTED","Tue Nov 05 00:19:24 CET 1996"
"162","452","FOUND","Tue Sep 16 21:13:19 CEST 2008"
"162","528","REWARD","Fri Oct 03 12:35:06 CEST 2008"
"162","165","REWARD","Tue Dec 06 02:42:07 CET 2016"
"162","153","GIFTED","Sun Aug 19 16:48:28 CEST 2007"
"162","530","HARVESTED","Sat Sep 18 03:30:53 CEST 2010"
"162","104","FOUND","Thu Feb 12 04:34:02 CET 1998"
"162","397","FOUND","Thu Aug 20 10:36:13 CEST 1998"
"163","230","FOUND","Wed Sep 08 07:49:05 CEST 2004"
"163","185","REWARD","Wed Jan 21 02:27:33 CET 2004"
"163","246","FOUND","Sat Mar 09 09:11:34 CET 2019"
"163","295","GIFTED","Fri Apr 09 06:43:03 CEST 1999"
"163","302","REWARD","Sun Jul 25 15:25:58 CEST 1999"
"163","466","GIFTED","Fri Jun 17 17:30:55 CEST 2011"
"163","242","GIFTED","Wed May 02 11:27:44 CEST 2007"
"163","424","REWARD","Thu Nov 14 09:38:52 CET 2019"
"163","15","REWARD","Tue Nov 08 20:50:52 CET 2022"
"164","101","HARVESTED","Mon Aug 15 14:29:20 CEST 2022"
"164","389","HARVESTED","Sat Dec 28 18:30:27 CET 2002"
"164","429","REWARD","Tue Oct 21 06:27:35 CEST 2003"
"164","325","GIFTED","Sat Sep 06 18:00:50 CEST 2014"
"164","123","GIFTED","Sun May 18 03:57:46 CEST 2014"
"164","223","HARVESTED","Fri Feb 18 21:49:18 CET 2000"
"164","322","GIFTED","Thu Apr 12 22:54:55 CEST 2012"
"164","453","GIFTED","Fri Feb 19 21:56:43 CET 2016"
"164","196","HARVESTED","Sun Nov 24 05:45:04 CET 2019"
"164","350","FOUND","Fri Nov 11 00:51:37 CET 2011"
"164","287","REWARD","Fri May 28 20:06:37 CEST 2021"
"165","484","GIFTED","Sat Nov 07 06:17:18 CET 1998"
"165","345","GIFTED","Mon Dec 12 20:44:56 CET 2005"
"165","557","HARVESTED","Tue Nov 25 17:27:24 CET 1997"
"165","488","FOUND","Sun Nov 14 02:55:57 CET 2010"
"165","441","REWARD","Thu Nov 02 02:21:27 CET 2017"
"165","9","GIFTED","Wed Feb 02 04:15:24 CET 2011"
"165","450","HARVESTED","Thu May 27 20:30:20 CEST 2021"
"165","331","HARVESTED","Sun Nov 17 20:23:24 CET 2002"
"165","418","REWARD","Fri May 24 03:04:25 CEST 2013"
"165","392","FOUND","Tue Mar 28 22:06:49 CEST 2023"
"165","513","REWARD","Sun Aug 16 18:25:36 CEST 2020"
"165","496","HARVESTED","Wed Jul 03 00:14:04 CEST 2013"
"166","226","FOUND","Thu Jun 11 11:57:42 CEST 1998"
"166","465","REWARD","Wed Nov 18 18:22:50 CET 2015"
"166","170","FOUND","Sat Dec 26 11:52:42 CET 2009"
"166","107","FOUND","Tue Mar 03 06:53:38 CET 1998"
"166","389","GIFTED","Thu May 05 11:34:17 CEST 2005"
"166","511","GIFTED","Tue Feb 08 13:25:47 CET 2005"
"166","160","REWARD","Fri Oct 06 16:49:22 CEST 2000"
"166","293","HARVESTED","Mon Nov 01 21:39:29 CET 2010"
"166","307","REWARD","Tue May 27 02:11:30 CEST 1997"
"167","78","REWARD","Thu Nov 30 04:57:40 CET 2017"
"167","244","GIFTED","Thu Jul 02 10:32:34 CEST 2015"
"167","150","REWARD","Tue Feb 23 19:01:26 CET 2021"
"167","336","HARVESTED","Thu Sep 11 01:03:25 CEST 1997"
"167","108","REWARD","Tue Nov 15 11:26:42 CET 2011"
"167","47","REWARD","Wed Oct 09 13:13:36 CEST 1996"
"167","128","FOUND","Sun Jan 04 06:20:50 CET 1998"
"167","562","GIFTED","Sat Oct 03 08:04:40 CEST 2009"
"167","554","HARVESTED","Sat Sep 27 03:06:05 CEST 2003"
"167","14","HARVESTED","Wed Dec 17 13:54:35 CET 1997"
"167","128","FOUND","Thu May 02 23:54:41 CEST 2002"
"167","482","FOUND","Fri Apr 15 20:01:22 CEST 2005"
"167","454","HARVESTED","Wed Mar 27 09:32:40 CET 1996"
"167","375","HARVESTED","Thu Feb 07 10:14:10 CET 2008"
"167","382","FOUND","Sun Oct 13 02:21:59 CEST 2002"
"167","340","GIFTED","Mon Mar 22 13:57:31 CET 2004"
"167","43","REWARD","Sun May 13 10:33:14 CEST 2001"
"167","171","GIFTED","Tue Oct 13 19:41:07 CEST 2009"
"167","534","REWARD","Sat Apr 15 00:32:48 CEST 2006"
"167","377","REWARD","Fri Feb 24 22:26:48 CET 2017"
"167","48","HARVESTED","Sun Mar 13 05:37:33 CET 2005"
"167","331","FOUND","Fri Nov 05 12:38:00 CET 2004"
"167","334","REWARD","Wed Dec 03 05:48:59 CET 2003"
"167","217","FOUND","Mon Apr 02 17:32:29 CEST 2007"
"167","141","HARVESTED","Sat Jun 06 16:32:11 CEST 2020"
"167","538","REWARD","Thu May 23 06:56:43 CEST 2002"
"167","285","FOUND","Wed Aug 19 03:23:55 CEST 2020"
"168","358","REWARD","Wed Sep 09 03:57:03 CEST 1998"
"168","58","GIFTED","Fri Jun 18 16:59:30 CEST 1999"
"168","45","REWARD","Mon Mar 01 05:58:22 CET 2021"
"169","444","FOUND","Tue Jun 02 21:53:09 CEST 2020"
"169","127","FOUND","Thu Jun 19 07:49:34 CEST 2008"
"169","534","FOUND","Wed Dec 26 04:24:37 CET 2018"
"169","406","HARVESTED","Sun Dec 29 06:00:33 CET 2013"
"169","278","FOUND","Thu Feb 28 11:22:37 CET 2002"
"169","14","FOUND","Thu Jul 14 00:56:31 CEST 2011"
"169","343","FOUND","Mon Jul 06 05:29:22 CEST 2015"
"169","101","GIFTED","Fri Feb 11 15:59:50 CET 2000"
"169","517","REWARD","Sat Apr 02 00:20:32 CEST 2011"
"169","183","FOUND","Fri Mar 06 07:18:26 CET 2009"
"169","15","FOUND","Mon Dec 15 09:41:05 CET 2014"
"169","396","FOUND","Sat Oct 22 21:16:31 CEST 2016"
"169","281","HARVESTED","Sat May 03 08:38:02 CEST 1997"
"169","23","HARVESTED","Sun Mar 25 01:00:30 CET 2001"
"169","164","GIFTED","Tue Sep 18 05:13:04 CEST 2018"
"169","109","HARVESTED","Sat Oct 05 12:39:23 CEST 1996"
"169","194","FOUND","Sun Apr 27 23:17:49 CEST 2014"
"169","11","HARVESTED","Tue Feb 25 02:55:10 CET 2003"
"169","319","HARVESTED","Sun Jul 06 10:35:47 CEST 2003"
"169","530","REWARD","Fri Feb 26 07:22:09 CET 2016"
"169","67","GIFTED","Wed Aug 10 10:37:57 CEST 2011"
"169","125","HARVESTED","Wed Sep 25 23:56:26 CEST 2019"
"169","451","REWARD","Thu Mar 04 00:19:41 CET 2004"
"170","512","HARVESTED","Thu Nov 11 04:31:03 CET 1999"
"170","249","REWARD","Sun Jul 22 19:07:06 CEST 2018"
"170","414","HARVESTED","Tue Dec 07 23:48:01 CET 2004"
"170","329","REWARD","Tue Aug 21 03:24:29 CEST 2012"
"170","488","GIFTED","Fri Oct 05 04:34:44 CEST 2001"
"170","230","GIFTED","Mon Aug 20 03:06:57 CEST 2018"
"170","416","FOUND","Mon Mar 30 01:48:58 CEST 2015"
"170","501","GIFTED","Thu Dec 19 07:15:11 CET 2013"
"171","413","FOUND","Sun Jun 16 09:24:26 CEST 2019"
"171","319","GIFTED","Wed Oct 10 12:42:21 CEST 2018"
"171","44","HARVESTED","Thu Sep 12 01:33:53 CEST 1996"
"171","279","FOUND","Sun May 17 19:19:03 CEST 2015"
"171","555","HARVESTED","Sun May 29 02:35:33 CEST 2005"
"171","185","HARVESTED","Mon Feb 20 02:51:35 CET 2006"
"171","162","FOUND","Thu Feb 21 04:36:12 CET 2013"
"171","542","REWARD","Sun Mar 02 04:48:31 CET 1997"
"171","489","HARVESTED","Sat Apr 14 14:47:05 CEST 2007"
"171","350","HARVESTED","Sun Dec 08 20:01:30 CET 1996"
"171","488","REWARD","Tue Feb 02 03:21:47 CET 2010"
"172","249","GIFTED","Fri Dec 07 16:48:18 CET 2012"
"172","32","REWARD","Mon Dec 27 17:39:56 CET 2010"
"172","351","GIFTED","Thu Aug 26 23:07:38 CEST 2010"
"172","497","HARVESTED","Sun Dec 13 08:30:34 CET 2009"
"172","324","HARVESTED","Fri Sep 27 04:59:24 CEST 2013"
"172","302","REWARD","Tue Mar 21 08:34:18 CET 2023"
"172","372","HARVESTED","Tue Apr 13 13:36:23 CEST 2021"
"172","452","GIFTED","Mon Dec 17 22:57:51 CET 2001"
"172","245","FOUND","Mon Nov 13 09:17:18 CET 2006"
"173","62","REWARD","Tue Sep 01 18:51:45 CEST 2009"
"173","310","HARVESTED","Tue Jul 26 12:00:51 CEST 2011"
"173","126","FOUND","Thu Jun 23 09:43:11 CEST 2011"
"173","204","FOUND","Sun Jun 09 09:11:56 CEST 2013"
"173","225","HARVESTED","Sun Jun 17 13:00:53 CEST 2018"
"173","248","HARVESTED","Sun Mar 06 01:53:29 CET 2016"
"173","526","FOUND","Tue Apr 04 01:18:33 CEST 2000"
"173","184","HARVESTED","Wed Dec 31 09:14:58 CET 2014"
"173","233","GIFTED","Sun Nov 13 14:56:04 CET 2005"
"173","532","HARVESTED","Sun Jun 26 02:55:35 CEST 2011"
"174","488","REWARD","Fri Jul 03 07:43:26 CEST 2009"
"174","128","FOUND","Thu Oct 04 03:22:05 CEST 2018"
"175","481","GIFTED","Sat Jun 30 14:55:50 CEST 2001"
"175","115","REWARD","Sat Jul 09 23:58:58 CEST 2005"
"175","236","HARVESTED","Mon Jun 09 05:08:13 CEST 2003"
"175","340","REWARD","Tue Apr 21 18:47:29 CEST 2015"
"175","52","REWARD","Wed Nov 22 09:35:36 CET 2006"
"175","376","HARVESTED","Tue Oct 17 11:47:08 CEST 2017"
"175","171","HARVESTED","Thu Apr 28 17:43:14 CEST 2011"
"175","422","FOUND","Sun Feb 18 14:17:58 CET 2001"
"175","503","GIFTED","Fri Nov 02 10:49:45 CET 2001"
"175","275","FOUND","Fri Oct 01 21:51:09 CEST 2004"
"175","165","REWARD","Fri Feb 19 08:09:53 CET 2016"
"176","55","FOUND","Thu Apr 15 04:58:12 CEST 1999"
"176","61","HARVESTED","Tue Jun 28 00:06:12 CEST 2016"
"176","464","FOUND","Sun Jun 21 06:28:19 CEST 2015"
"176","555","HARVESTED","Thu May 10 00:12:20 CEST 2007"
"176","374","FOUND","Sun Feb 05 02:20:43 CET 2017"
"176","186","HARVESTED","Mon Apr 02 01:14:41 CEST 2001"
"176","27","HARVESTED","Tue Aug 24 07:58:58 CEST 2004"
"176","444","REWARD","Mon Sep 23 18:32:24 CEST 2002"
"176","58","FOUND","Mon Apr 05 18:02:12 CEST 2010"
"176","515","GIFTED","Sat Dec 03 14:12:40 CET 2016"
"176","36","REWARD","Tue Dec 09 18:30:46 CET 1997"
"176","424","GIFTED","Wed Jan 06 10:18:27 CET 2010"
"176","221","HARVESTED","Thu Nov 26 05:50:37 CET 1998"
"176","262","HARVESTED","Fri Aug 30 18:49:04 CEST 2019"
"176","11","FOUND","Thu Aug 30 16:23:02 CEST 2001"
"176","145","REWARD","Sat Nov 29 13:47:07 CET 1997"
"176","145","HARVESTED","Sun Nov 02 19:02:43 CET 2014"
"176","436","GIFTED","Sun Dec 07 14:42:12 CET 2008"
"176","61","GIFTED","Wed May 05 02:38:41 CEST 2010"
"176","190","FOUND","Mon Dec 05 00:29:19 CET 2016"
"176","451","GIFTED","Sat May 07 14:01:38 CEST 2016"
"176","242","FOUND","Fri Jan 25 03:54:58 CET 2019"
"176","537","HARVESTED","Fri Jun 22 10:29:33 CEST 2018"
"177","91","REWARD","Sat Oct 26 08:39:10 CEST 2002"
"177","279","HARVESTED","Sun Aug 18 00:08:58 CEST 2019"
"177","409","REWARD","Mon May 01 15:51:11 CEST 2006"
"177","266","GIFTED","Sat May 10 10:53:36 CEST 2003"
"177","164","GIFTED","Tue Oct 18 00:31:49 CEST 2022"
"177","510","FOUND","Mon May 06 12:10:17 CEST 2019"
"177","518","REWARD","Mon Aug 26 02:22:54 CEST 2019"
"177","398","REWARD","Mon Feb 08 07:34:07 CET 1999"
"177","222","GIFTED","Tue Nov 10 08:05:20 CET 2015"
"177","486","GIFTED","Wed Feb 12 13:01:45 CET 2014"
"177","398","FOUND","Mon Jul 25 03:44:02 CEST 2005"
"177","355","HARVESTED","Fri May 26 05:45:38 CEST 2017"
"177","333","GIFTED","Sat May 21 02:49:19 CEST 2022"
"177","328","REWARD","Wed Jun 03 02:17:41 CEST 2020"
"177","228","FOUND","Sun Nov 28 04:03:10 CET 2021"
"177","203","FOUND","Mon Jun 09 11:25:17 CEST 1997"
"177","28","HARVESTED","Thu Mar 19 04:52:10 CET 1998"
"177","307","GIFTED","Mon Mar 27 20:13:37 CEST 2017"
"177","391","REWARD","Wed Sep 03 17:02:41 CEST 2003"
"177","179","GIFTED","Sun Mar 06 14:59:25 CET 2011"
"178","479","REWARD","Thu Jan 31 00:28:12 CET 2008"
"178","381","REWARD","Tue Sep 22 14:05:45 CEST 2015"
"178","201","GIFTED","Fri Jul 05 01:37:41 CEST 2002"
"178","504","FOUND","Thu Aug 29 21:12:15 CEST 1996"
"178","329","REWARD","Sun May 05 08:10:51 CEST 1996"
"178","277","GIFTED","Thu Jan 22 16:26:52 CET 2015"
"178","110","HARVESTED","Fri May 06 16:39:07 CEST 2011"
"178","394","GIFTED","Sat May 24 09:56:21 CEST 2003"
"178","505","REWARD","Mon Jul 04 17:47:14 CEST 2011"
"178","353","REWARD","Thu Dec 19 06:53:46 CET 1996"
"178","70","HARVESTED","Sun Aug 20 01:56:59 CEST 2017"
"178","253","GIFTED","Thu Aug 27 08:52:11 CEST 2015"
"178","425","REWARD","Sat Nov 09 11:33:47 CET 1996"
"178","38","HARVESTED","Tue Aug 07 01:52:44 CEST 2001"
"178","51","HARVESTED","Sat Nov 16 02:58:40 CET 2002"
"179","258","FOUND","Sun Aug 13 17:52:26 CEST 2006"
"179","383","REWARD","Mon Mar 26 16:02:06 CEST 2012"
"179","457","REWARD","Tue Apr 06 21:43:58 CEST 2004"
"179","561","FOUND","Sat Oct 25 16:42:47 CEST 2014"
"179","352","HARVESTED","Tue May 17 22:24:39 CEST 2005"
"179","162","GIFTED","Fri Oct 11 09:33:13 CEST 2002"
"179","302","GIFTED","Thu Jun 26 12:46:38 CEST 2008"
"179","207","REWARD","Fri Sep 04 14:45:14 CEST 2020"
"179","206","REWARD","Thu Sep 08 02:54:58 CEST 2016"
"179","70","FOUND","Tue Nov 08 22:51:42 CET 2022"
"179","453","FOUND","Fri Feb 27 18:04:49 CET 1998"
"179","469","HARVESTED","Mon Feb 13 07:11:31 CET 2017"
"179","175","REWARD","Wed Apr 21 18:42:25 CEST 2010"
"179","350","HARVESTED","Thu Jun 18 11:39:50 CEST 1998"
"179","50","HARVESTED","Wed Feb 02 08:00:17 CET 2000"
"179","234","FOUND","Wed Apr 26 04:12:26 CEST 2017"
"179","434","FOUND","Thu Sep 01 13:55:40 CEST 2016"
"179","506","REWARD","Wed Jul 31 06:11:39 CEST 2019"
"179","221","REWARD","Sun Sep 21 19:03:20 CEST 2008"
"179","186","FOUND","Sat Dec 03 05:07:56 CET 2016"
"179","134","FOUND","Sun Mar 18 17:09:32 CET 2012"
"179","308","FOUND","Fri Dec 30 01:20:23 CET 2022"
"179","557","REWARD","Sat Mar 28 05:06:39 CET 2009"
"179","443","REWARD","Fri Jun 05 13:31:38 CEST 2020"
"180","207","REWARD","Sun Mar 31 15:47:30 CEST 2013"
"180","181","FOUND","Sun Feb 13 18:02:22 CET 2000"
"180","141","REWARD","Mon Oct 16 07:59:45 CEST 2017"
"181","301","FOUND","Wed Oct 26 07:19:22 CEST 2016"
"181","385","HARVESTED","Sat Aug 03 11:51:13 CEST 2002"
"181","288","GIFTED","Wed May 29 22:49:00 CEST 2013"
"181","257","FOUND","Sun Jan 03 19:13:08 CET 2010"
"181","364","FOUND","Sun Jan 02 18:52:12 CET 2011"
"182","329","FOUND","Sun Jun 24 20:31:38 CEST 2018"
"182","320","HARVESTED","Sun Feb 19 01:32:08 CET 2006"
"182","191","FOUND","Sat Nov 01 05:50:50 CET 2014"
"182","14","REWARD","Tue Apr 03 18:31:39 CEST 2001"
"182","536","REWARD","Thu Dec 21 22:49:35 CET 2006"
"182","17","FOUND","Mon Dec 06 02:13:42 CET 1999"
"182","367","REWARD","Fri Aug 12 14:46:07 CEST 2005"
"182","95","FOUND","Tue Jul 09 18:23:55 CEST 2013"
"182","311","FOUND","Wed Jun 26 15:03:40 CEST 2013"
"182","148","GIFTED","Wed Sep 07 07:02:01 CEST 2011"
"182","441","GIFTED","Wed Feb 05 02:55:23 CET 2014"
"182","302","FOUND","Sun Oct 22 23:15:28 CEST 2006"
"182","126","FOUND","Sun Jun 03 07:14:55 CEST 2018"
"182","382","GIFTED","Thu Jun 18 03:43:51 CEST 1998"
"182","189","REWARD","Mon Dec 13 09:24:29 CET 1999"
"182","228","HARVESTED","Fri Mar 19 04:25:50 CET 2004"
"182","321","REWARD","Sat Aug 02 01:59:02 CEST 2008"
"182","287","HARVESTED","Wed Feb 08 09:22:34 CET 2017"
"183","153","GIFTED","Sat Jan 10 01:01:58 CET 2015"
"183","329","GIFTED","Sun Apr 03 01:48:18 CEST 2016"
"183","250","FOUND","Mon Dec 26 12:48:02 CET 2022"
"183","210","FOUND","Sat Nov 18 19:30:11 CET 2017"
"183","366","REWARD","Sat Mar 25 10:46:29 CET 2000"
"183","366","REWARD","Mon Jan 04 19:27:39 CET 2010"
"183","367","HARVESTED","Mon Jan 13 10:15:48 CET 2020"
"183","33","HARVESTED","Sun May 06 17:51:57 CEST 2018"
"183","92","GIFTED","Wed Mar 28 19:12:00 CEST 2001"
"183","48","HARVESTED","Wed Sep 04 10:53:28 CEST 2019"
"183","420","FOUND","Fri Sep 09 14:03:32 CEST 2016"
"183","492","REWARD","Wed Mar 02 17:04:39 CET 2022"
"183","558","GIFTED","Fri Jul 13 16:30:45 CEST 2001"
"183","121","GIFTED","Sun Jun 09 22:42:15 CEST 2019"
"183","35","FOUND","Wed Mar 17 06:39:10 CET 1999"
"183","374","REWARD","Fri Mar 26 14:42:09 CET 2010"
"184","433","FOUND","Mon Jun 29 21:22:22 CEST 2020"
"184","14","FOUND","Sun Jan 16 04:33:02 CET 2005"
"184","268","GIFTED","Wed Dec 22 09:53:19 CET 1999"
"184","158","HARVESTED","Mon May 24 21:57:49 CEST 2021"
"184","451","FOUND","Wed May 26 10:20:04 CEST 1999"
"184","224","GIFTED","Tue Apr 02 02:36:51 CEST 2002"
"184","215","GIFTED","Thu Aug 09 15:39:29 CEST 2012"
"184","89","GIFTED","Wed Oct 05 15:39:47 CEST 2016"
"184","247","HARVESTED","Thu Dec 04 16:17:32 CET 2003"
"184","112","FOUND","Thu Jul 31 02:17:04 CEST 2003"
"184","346","REWARD","Sun Aug 28 03:50:17 CEST 2016"
"185","70","REWARD","Wed Aug 21 14:16:55 CEST 2013"
"185","263","REWARD","Fri Apr 05 04:54:49 CEST 2019"
"185","282","FOUND","Wed Oct 11 17:48:37 CEST 2000"
"185","386","GIFTED","Wed Dec 19 03:33:56 CET 2018"
"185","449","GIFTED","Mon Feb 21 06:08:07 CET 2011"
"185","114","HARVESTED","Sun Dec 20 08:26:02 CET 1998"
"185","448","GIFTED","Fri Jun 20 16:48:09 CEST 2003"
"185","203","HARVESTED","Sat Jan 05 01:33:24 CET 2013"
"185","474","REWARD","Mon Dec 22 04:22:12 CET 2014"
"185","51","GIFTED","Fri Aug 30 11:20:58 CEST 1996"
"185","197","GIFTED","Fri Nov 24 11:28:25 CET 2006"
"185","410","REWARD","Thu Jun 01 18:05:41 CEST 2006"
"185","459","REWARD","Fri May 03 05:25:06 CEST 2002"
"185","333","FOUND","Tue Jan 22 12:36:05 CET 2002"
"185","470","REWARD","Sat May 08 19:54:20 CEST 1999"
"185","425","HARVESTED","Sun Jun 03 18:24:26 CEST 2012"
"185","231","FOUND","Thu Nov 29 14:03:38 CET 2018"
"185","301","HARVESTED","Sun Aug 07 18:14:47 CEST 2016"
"185","464","REWARD","Sun May 16 06:17:03 CEST 2004"
"185","34","FOUND","Mon Dec 18 22:36:19 CET 2006"
"185","531","FOUND","Tue Sep 17 23:03:37 CEST 2013"
"185","225","GIFTED","Tue Mar 27 03:28:45 CEST 2012"
"185","440","HARVESTED","Sat Dec 31 05:18:37 CET 2011"
"186","432","FOUND","Thu Nov 01 11:37:42 CET 2007"
"186","387","HARVESTED","Sun Feb 11 06:46:05 CET 2001"
"186","30","FOUND","Wed Apr 17 13:06:21 CEST 2013"
"186","470","FOUND","Mon Nov 01 18:25:13 CET 1999"
"186","180","FOUND","Thu May 12 01:16:39 CEST 2016"
"186","44","REWARD","Thu Sep 09 10:11:16 CEST 2004"
"186","271","GIFTED","Sat Jan 10 10:03:21 CET 2015"
"186","543","FOUND","Fri Dec 27 06:37:48 CET 2019"
"186","361","GIFTED","Sat Nov 22 01:56:30 CET 2003"
"186","215","HARVESTED","Sun Mar 29 23:19:34 CEST 2015"
"186","439","HARVESTED","Sun Mar 04 11:20:30 CET 2001"
"186","369","HARVESTED","Tue Apr 22 21:00:11 CEST 1997"
"186","239","FOUND","Thu Mar 07 18:25:56 CET 2013"
"186","292","HARVESTED","Wed Mar 04 00:40:05 CET 2015"
"186","370","FOUND","Wed Apr 06 12:52:01 CEST 2011"
"186","424","HARVESTED","Thu Oct 27 07:43:34 CEST 2016"
"186","213","GIFTED","Tue Apr 20 17:58:13 CEST 2010"
"186","505","FOUND","Tue Jan 10 04:52:40 CET 2017"
"186","499","FOUND","Sat Jan 02 03:40:00 CET 2010"
"186","277","FOUND","Wed Sep 03 10:07:01 CEST 2014"
"186","279","GIFTED","Tue Mar 24 21:52:16 CET 2009"
"186","275","FOUND","Wed Feb 08 01:20:42 CET 2023"
"186","449","HARVESTED","Mon Jan 08 04:30:12 CET 2001"
"187","204","REWARD","Thu Aug 17 12:39:33 CEST 2017"
"187","297","REWARD","Thu Mar 08 02:39:57 CET 2007"
"187","106","HARVESTED","Fri Apr 30 23:06:38 CEST 2010"
"187","13","REWARD","Mon Dec 23 00:49:38 CET 2002"
"187","121","GIFTED","Sun Nov 20 17:08:05 CET 2016"
"187","485","HARVESTED","Sun Dec 04 00:55:38 CET 2016"
"187","55","FOUND","Sat Jul 06 15:14:00 CEST 2013"
"187","415","FOUND","Sun May 29 07:08:10 CEST 2016"
"187","443","HARVESTED","Sat Jun 02 09:15:55 CEST 2007"
