"move_id","name","accuracy","effect","pp","priority","target","type","move_damage_class","hp_healing","hp_drain","power","flinch_chance%","min_hits","max_hits","ailment","ailment_chance%","stat","stat_change_rate","change_amount"
"210","fury cutter","95","Power doubles every turn this move is used in succession after the first, maxing out after five turns.","20","0","selected pokemon","bug","physical","0","0","40","0","1","1",,"0",,"0",
"211","steel wing","90","Has a $effect_chance% chance to raise the user's Defense by one stage.","25","0","selected pokemon","steel","physical","0","0","70","0","1","1",,"0","defense","10","1"
"212","mean look","0","Prevents the target from leaving battle.","5","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"213","attract","100","Target falls in love if it has the opposite gender, and has a 50% chance to refuse attacking the user.","15","0","selected pokemon","normal","status","0","0","0","0","0","0","infatuation","100",,"0",
"214","sleep talk","0","Randomly uses one of the user's other three moves.  Only works if the user is sleeping.","10","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"215","heal bell","0","Cures the entire party of major status effects.","5","0","user and allies","normal","status","0","0","0","0","0","0",,"0",,"0",
"216","return","100","Power increases with happiness, up to a maximum of 102.","20","0","selected pokemon","normal","physical","0","0","0","0","1","1",,"0",,"0",
"217","present","90","Randomly inflicts damage with power from 40 to 120 or heals the target for 1/4 its max HP.","15","0","selected pokemon","normal","physical","0","0","0","0","1","1",,"0",,"0",
"218","frustration","100","Power increases as happiness decreases, up to a maximum of 102.","20","0","selected pokemon","normal","physical","0","0","0","0","1","1",,"0",,"0",
"219","safeguard","0","Protects the user's field from major status ailments and confusion for five turns.","25","0","users field","normal","status","0","0","0","0","0","0",,"0",,"0",
"220","pain split","0","Sets the user's and targets's HP to the average of their current HP.","20","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"221","sacred fire","95","Has a $effect_chance% chance to burn the target.  Lets frozen Pokémon thaw themselves.","5","0","selected pokemon","fire","physical","0","0","100","0","1","1","burn","50",,"0",
"222","magnitude","100","Power varies randomly from 10 to 150.","30","0","all other pokemon","ground","physical","0","0","0","0","1","1",,"0",,"0",
"223","dynamic punch","50","Has a $effect_chance% chance to confuse the target.","5","0","selected pokemon","fighting","physical","0","0","100","0","1","1","confusion","100",,"0",
"224","megahorn","85","Inflicts regular damage with no additional effect.","10","0","selected pokemon","bug","physical","0","0","120","0","1","1",,"0",,"0",
"225","dragon breath","100","Has a $effect_chance% chance to paralyze the target.","20","0","selected pokemon","dragon","special","0","0","60","0","1","1","paralysis","30",,"0",
"226","baton pass","0","Allows the trainer to switch out the user and pass effects along to its replacement.","40","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"227","encore","100","Forces the target to repeat its last used move every turn for 2 to 6 turns.","5","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"228","pursuit","100","Has double power against, and can hit, Pokémon attempting to switch out.","20","0","selected pokemon","dark","physical","0","0","40","0","1","1",,"0",,"0",
"229","rapid spin","100","Frees the user from binding moves, removes Leech Seed, and blows away Spikes.","40","0","selected pokemon","normal","physical","0","0","50","0","1","1",,"0","speed","100","1"
"230","sweet scent","100","Lowers the target's evasion by one stage.","20","0","all opponents","normal","status","0","0","0","0","0","0",,"0","evasion","100","-2"
"231","iron tail","75","Has a $effect_chance% chance to lower the target's Defense by one stage.","15","0","selected pokemon","steel","physical","0","0","100","0","1","1",,"0","defense","30","-1"
"232","metal claw","95","Has a $effect_chance% chance to raise the user's Attack by one stage.","35","0","selected pokemon","steel","physical","0","0","50","0","1","1",,"0","attack","10","1"
"233","vital throw","0","Never misses.","10","-1","selected pokemon","fighting","physical","0","0","70","0","1","1",,"0",,"0",
"234","morning sun","0","Heals the user by half its max HP.  Affected by weather.","5","0","user","normal","status","50","0","0","0","0","0",,"0",,"0",
"235","synthesis","0","Heals the user by half its max HP.  Affected by weather.","5","0","user","grass","status","50","0","0","0","0","0",,"0",,"0",
"236","moonlight","0","Heals the user by half its max HP.  Affected by weather.","5","0","user","fairy","status","50","0","0","0","0","0",,"0",,"0",
"237","hidden power","100","Power and type depend upon user's IVs.  Power can range from 30 to 70.","15","0","selected pokemon","normal","special","0","0","60","0","1","1",,"0",,"0",
"238","cross chop","80","Has an increased chance for a critical hit.","5","0","selected pokemon","fighting","physical","0","0","100","0","1","1",,"0",,"0",
"239","twister","100","Has a $effect_chance% chance to make the target flinch.","20","0","all opponents","dragon","special","0","0","40","20","1","1",,"0",,"0",
"240","rain dance","0","Changes the weather to rain for five turns.","5","0","entire field","water","status","0","0","0","0","0","0",,"0",,"0",
"241","sunny day","0","Changes the weather to sunny for five turns.","5","0","entire field","fire","status","0","0","0","0","0","0",,"0",,"0",
"242","crunch","100","Has a $effect_chance% chance to lower the target's Defense by one stage.","15","0","selected pokemon","dark","physical","0","0","80","0","1","1",,"0","defense","20","-1"
"243","mirror coat","100","Inflicts twice the damage the user received from the last special hit it took.","20","-5","specific move","psychic","special","0","0","0","0","1","1",,"0",,"0",
"244","psych up","0","Discards the user's stat changes and copies the target's.","10","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"245","extreme speed","100","Inflicts regular damage with no additional effect.","5","2","selected pokemon","normal","physical","0","0","80","0","1","1",,"0",,"0",
"246","ancient power","100","Has a $effect_chance% chance to raise all of the user's stats by one stage.","5","0","selected pokemon","rock","special","0","0","60","0","1","1",,"0","attack","10","1"
"247","shadow ball","100","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","15","0","selected pokemon","ghost","special","0","0","80","0","1","1",,"0","special defense","20","-1"
"248","future sight","100","Hits the target two turns later.","10","0","selected pokemon","psychic","special","0","0","120","0","0","0",,"0",,"0",
"249","rock smash","100","Has a $effect_chance% chance to lower the target's Defense by one stage.","15","0","selected pokemon","fighting","physical","0","0","40","0","1","1",,"0","defense","50","-1"
"250","whirlpool","85","Prevents the target from leaving battle and inflicts 1/16 its max HP in damage for 2-5 turns.","15","0","selected pokemon","water","special","0","0","35","0","1","1","trap","100",,"0",
"251","beat up","100","Hits once for every conscious Pokémon the trainer has.","10","0","selected pokemon","dark","physical","0","0","0","0","6","6",,"0",,"0",
"252","fake out","100","Can only be used as the first move after the user enters battle.  Causes the target to flinch.","10","3","selected pokemon","normal","physical","0","0","40","100","1","1",,"0",,"0",
"253","uproar","100","Forced to use this move for several turns.  Pokémon cannot fall asleep in that time.","10","0","random opponent","normal","special","0","0","90","0","1","1",,"0",,"0",
"254","stockpile","0","Stores energy up to three times for use with Spit Up and Swallow.","20","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"255","spit up","100","Power is 100 times the amount of energy Stockpiled.","10","0","selected pokemon","normal","special","0","0","0","0","1","1",,"0",,"0",
"256","swallow","0","Recovers 1/4 HP after one Stockpile, 1/2 HP after two Stockpiles, or full HP after three Stockpiles.","10","0","user","normal","status","25","0","0","0","0","0",,"0",,"0",
"257","heat wave","90","Has a $effect_chance% chance to burn the target.","10","0","all opponents","fire","special","0","0","95","0","1","1","burn","10",,"0",
"258","hail","0","Changes the weather to a hailstorm for five turns.","10","0","entire field","ice","status","0","0","0","0","0","0",,"0",,"0",
"259","torment","100","Prevents the target from using the same move twice in a row.","15","0","selected pokemon","dark","status","0","0","0","0","0","0","torment","100",,"0",
"260","flatter","100","Raises the target's Special Attack by one stage and confuses the target.","15","0","selected pokemon","dark","status","0","0","0","0","0","0","confusion","0","special attack","0","1"
"261","will o wisp","85","Burns the target.","15","0","selected pokemon","fire","status","0","0","0","0","0","0","burn","100",,"0",
"262","memento","100","Lowers the target's Attack and Special Attack by two stages.  User faints.","10","0","selected pokemon","dark","status","0","0","0","0","0","0",,"0",,"0",
"263","facade","100","Power doubles if user is burned, paralyzed, or poisoned.","20","0","selected pokemon","normal","physical","0","0","70","0","1","1",,"0",,"0",
"264","focus punch","100","If the user takes damage before attacking, the attack is canceled.","20","-3","selected pokemon","fighting","physical","0","0","150","0","1","1",,"0",,"0",
"265","smelling salts","100","If the target is paralyzed, inflicts double damage and cures the paralysis.","10","0","selected pokemon","normal","physical","0","0","70","0","1","1",,"0",,"0",
"266","follow me","0","Redirects the target's single-target effects to the user for this turn.","20","2","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"267","nature power","0","Uses a move which depends upon the terrain.","20","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"268","charge","0","Raises the user's Special Defense by one stage.  User's Electric moves have doubled power next turn.","20","0","user","electric","status","0","0","0","0","0","0",,"0","special defense","100","1"
"269","taunt","100","For the next few turns, the target can only use damaging moves.","20","0","selected pokemon","dark","status","0","0","0","0","0","0",,"0",,"0",
"270","helping hand","0","Ally's next move inflicts half more damage.","20","5","ally","normal","status","0","0","0","0","0","0",,"0",,"0",
"271","trick","100","User and target swap items.","10","0","selected pokemon","psychic","status","0","0","0","0","0","0",,"0",,"0",
"272","role play","0","Copies the target's ability.","10","0","selected pokemon","psychic","status","0","0","0","0","0","0",,"0",,"0",
"273","wish","0","User will recover half its max HP at the end of the next turn.","10","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"274","assist","0","Randomly selects and uses one of the trainer's other Pokémon's moves.","20","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"275","ingrain","0","Prevents the user from leaving battle.  User regains 1/16 of its max HP every turn.","20","0","user","grass","status","0","0","0","0","0","0","ingrain","100",,"0",
"276","superpower","100","Lowers the user's Attack and Defense by one stage after inflicting damage.","5","0","selected pokemon","fighting","physical","0","0","120","0","1","1",,"0","attack","100","-1"
"277","magic coat","0","Reflects back the first effect move used on the user this turn.","15","4","user","psychic","status","0","0","0","0","0","0",,"0",,"0",
"278","recycle","0","User recovers the item it last used up.","10","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"279","revenge","100","Inflicts double damage if the user takes damage before attacking this turn.","10","-4","selected pokemon","fighting","physical","0","0","60","0","1","1",,"0",,"0",
"280","brick break","100","Destroys Reflect and Light Screen.","15","0","selected pokemon","fighting","physical","0","0","75","0","1","1",,"0",,"0",
"281","yawn","0","Target sleeps at the end of the next turn.","10","0","selected pokemon","normal","status","0","0","0","0","0","0","yawn","100",,"0",
"282","knock off","100","Target drops its held item.","20","0","selected pokemon","dark","physical","0","0","65","0","1","1",,"0",,"0",
"283","endeavor","100","Lowers the target's HP to equal the user's.","5","0","selected pokemon","normal","physical","0","0","0","0","1","1",,"0",,"0",
"284","eruption","100","Inflicts more damage when the user has more HP remaining, with a maximum of 150 power.","5","0","all opponents","fire","special","0","0","150","0","1","1",,"0",,"0",
"285","skill swap","0","User and target swap abilities.","10","0","selected pokemon","psychic","status","0","0","0","0","0","0",,"0",,"0",
"286","imprison","0","Prevents the target from using any moves that the user also knows.","10","0","user","psychic","status","0","0","0","0","0","0",,"0",,"0",
"287","refresh","0","Cleanses the user of a burn, paralysis, or poison.","20","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"288","grudge","0","If the user faints this turn, the PP of the move that fainted it drops to 0.","5","0","user","ghost","status","0","0","0","0","0","0",,"0",,"0",
"289","snatch","0","Steals the target's move, if it's self-targeted.","10","4","user","dark","status","0","0","0","0","0","0",,"0",,"0",
"290","secret power","100","Has a $effect_chance% chance to inflict a status effect which depends upon the terrain.","20","0","selected pokemon","normal","physical","0","0","70","0","1","1",,"30",,"0",
"291","dive","100","User dives underwater, dodging all attacks, and hits next turn.","10","0","selected pokemon","water","physical","0","0","80","0","1","1",,"0",,"0",
"292","arm thrust","100","Hits 2-5 times in one turn.","20","0","selected pokemon","fighting","physical","0","0","15","0","2","5",,"0",,"0",
"293","camouflage","0","User's type changes to match the terrain.","20","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"294","tail glow","0","Raises the user's Special Attack by three stages.","20","0","user","bug","status","0","0","0","0","0","0",,"0","special attack","100","3"
"295","luster purge","100","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","5","0","selected pokemon","psychic","special","0","0","70","0","1","1",,"0","special defense","50","-1"
"296","mist ball","100","Has a $effect_chance% chance to lower the target's Special Attack by one stage.","5","0","selected pokemon","psychic","special","0","0","70","0","1","1",,"0","special attack","50","-1"
"297","feather dance","100","Lowers the target's Attack by two stages.","15","0","selected pokemon","flying","status","0","0","0","0","0","0",,"0","attack","100","-2"
"298","teeter dance","100","Confuses the target.","20","0","all other pokemon","normal","status","0","0","0","0","0","0","confusion","100",,"0",
"299","blaze kick","90","Has an increased chance for a critical hit and a $effect_chance% chance to burn the target.","10","0","selected pokemon","fire","physical","0","0","85","0","1","1","burn","10",,"0",
"300","mud sport","0","Halves all Electric-type damage.","15","0","entire field","ground","status","0","0","0","0","0","0",,"0",,"0",
"301","ice ball","90","Power doubles every turn this move is used in succession after the first, resetting after five turns.","20","0","selected pokemon","ice","physical","0","0","30","0","1","1",,"0",,"0",
"302","needle arm","100","Has a $effect_chance% chance to make the target flinch.","15","0","selected pokemon","grass","physical","0","0","60","30","1","1",,"0",,"0",
"303","slack off","0","Heals the user by half its max HP.","10","0","user","normal","status","50","0","0","0","0","0",,"0",,"0",
"304","hyper voice","100","Inflicts regular damage with no additional effect.","10","0","all opponents","normal","special","0","0","90","0","1","1",,"0",,"0",
"305","poison fang","100","Has a $effect_chance% chance to badly poison the target.","15","0","selected pokemon","poison","physical","0","0","50","0","1","1","poison","50",,"0",
"306","crush claw","95","Has a $effect_chance% chance to lower the target's Defense by one stage.","10","0","selected pokemon","normal","physical","0","0","75","0","1","1",,"0","defense","50","-1"
"307","blast burn","90","User foregoes its next turn to recharge.","5","0","selected pokemon","fire","special","0","0","150","0","1","1",,"0",,"0",
"308","hydro cannon","90","User foregoes its next turn to recharge.","5","0","selected pokemon","water","special","0","0","150","0","1","1",,"0",,"0",
"309","meteor mash","90","Has a $effect_chance% chance to raise the user's Attack by one stage.","10","0","selected pokemon","steel","physical","0","0","90","0","1","1",,"0","attack","20","1"
"310","astonish","100","Has a $effect_chance% chance to make the target flinch.","15","0","selected pokemon","ghost","physical","0","0","30","30","1","1",,"0",,"0",
"311","weather ball","100","If there be weather, this move has doubled power and the weather's type.","10","0","selected pokemon","normal","special","0","0","50","0","1","1",,"0",,"0",
"312","aromatherapy","0","Cures the entire party of major status effects.","5","0","user and allies","grass","status","0","0","0","0","0","0",,"0",,"0",
"313","fake tears","100","Lowers the target's Special Defense by two stages.","20","0","selected pokemon","dark","status","0","0","0","0","0","0",,"0","special defense","100","-2"
"314","air cutter","95","Has an increased chance for a critical hit.","25","0","all opponents","flying","special","0","0","60","0","1","1",,"0",,"0",
"315","overheat","90","Lowers the user's Special Attack by two stages after inflicting damage.","5","0","selected pokemon","fire","special","0","0","130","0","1","1",,"0","special attack","100","-2"
"316","odor sleuth","0","Forces the target to have no Evade, and allows it to be hit by Normal and Fighting moves even if it's a Ghost.","40","0","selected pokemon","normal","status","0","0","0","0","0","0","no-type-immunity","100",,"0",
"317","rock tomb","95","Has a $effect_chance% chance to lower the target's Speed by one stage.","15","0","selected pokemon","rock","physical","0","0","60","0","1","1",,"0","speed","100","-1"
"318","silver wind","100","Has a $effect_chance% chance to raise all of the user's stats by one stage.","5","0","selected pokemon","bug","special","0","0","60","0","1","1",,"0","attack","10","1"
"319","metal sound","85","Lowers the target's Special Defense by two stages.","40","0","selected pokemon","steel","status","0","0","0","0","0","0",,"0","special defense","100","-2"
"320","grass whistle","55","Puts the target to sleep.","15","0","selected pokemon","grass","status","0","0","0","0","0","0","sleep","100",,"0",
"321","tickle","100","Lowers the target's Attack and Defense by one stage.","20","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0","attack","100","-1"
"322","cosmic power","0","Raises the user's Defense and Special Defense by one stage.","20","0","user","psychic","status","0","0","0","0","0","0",,"0","defense","100","1"
"323","water spout","100","Inflicts more damage when the user has more HP remaining, with a maximum of 150 power.","5","0","all opponents","water","special","0","0","150","0","1","1",,"0",,"0",
"324","signal beam","100","Has a $effect_chance% chance to confuse the target.","15","0","selected pokemon","bug","special","0","0","75","0","1","1","confusion","10",,"0",
"325","shadow punch","0","Never misses.","20","0","selected pokemon","ghost","physical","0","0","60","0","1","1",,"0",,"0",
"326","extrasensory","100","Has a $effect_chance% chance to make the target flinch.","20","0","selected pokemon","psychic","special","0","0","80","10","1","1",,"0",,"0",
"327","sky uppercut","90","Inflicts regular damage and can hit Bounce and Fly users.","15","0","selected pokemon","fighting","physical","0","0","85","0","1","1",,"0",,"0",
"328","sand tomb","85","Prevents the target from fleeing and inflicts damage for 2-5 turns.","15","0","selected pokemon","ground","physical","0","0","35","0","1","1","trap","100",,"0",
"329","sheer cold","30","Causes a one-hit KO.","5","0","selected pokemon","ice","special","0","0","0","0","0","0",,"0",,"0",
"330","muddy water","85","Has a $effect_chance% chance to lower the target's accuracy by one stage.","10","0","all opponents","water","special","0","0","90","0","1","1",,"0","accuracy","30","-1"
"331","bullet seed","100","Hits 2-5 times in one turn.","30","0","selected pokemon","grass","physical","0","0","25","0","2","5",,"0",,"0",
"332","aerial ace","0","Never misses.","20","0","selected pokemon","flying","physical","0","0","60","0","1","1",,"0",,"0",
"333","icicle spear","100","Hits 2-5 times in one turn.","30","0","selected pokemon","ice","physical","0","0","25","0","2","5",,"0",,"0",
"334","iron defense","0","Raises the user's Defense by two stages.","15","0","user","steel","status","0","0","0","0","0","0",,"0","defense","100","2"
"335","block","0","Prevents the target from leaving battle.","5","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"336","howl","0","Raises the user's Attack by one stage.","40","0","user and allies","normal","status","0","0","0","0","0","0",,"0","attack","100","1"
"337","dragon claw","100","Inflicts regular damage with no additional effect.","15","0","selected pokemon","dragon","physical","0","0","80","0","1","1",,"0",,"0",
"338","frenzy plant","90","User foregoes its next turn to recharge.","5","0","selected pokemon","grass","special","0","0","150","0","1","1",,"0",,"0",
"339","bulk up","0","Raises the user's Attack and Defense by one stage.","20","0","user","fighting","status","0","0","0","0","0","0",,"0","attack","100","1"
"340","bounce","85","User bounces high into the air, dodging all attacks, and hits next turn.","5","0","selected pokemon","flying","physical","0","0","85","0","1","1","paralysis","30",,"0",
"341","mud shot","95","Has a $effect_chance% chance to lower the target's Speed by one stage.","15","0","selected pokemon","ground","special","0","0","55","0","1","1",,"0","speed","100","-1"
"342","poison tail","100","Has an increased chance for a critical hit and a $effect_chance% chance to poison the target.","25","0","selected pokemon","poison","physical","0","0","50","0","1","1","poison","10",,"0",
"343","covet","100","Takes the target's item.","25","0","selected pokemon","normal","physical","0","0","60","0","1","1",,"0",,"0",
"344","volt tackle","100","User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to paralyze the target.","15","0","selected pokemon","electric","physical","0","-33","120","0","1","1","paralysis","10",,"0",
"345","magical leaf","0","Never misses.","20","0","selected pokemon","grass","special","0","0","60","0","1","1",,"0",,"0",
"346","water sport","0","Halves all Fire-type damage.","15","0","entire field","water","status","0","0","0","0","0","0",,"0",,"0",
"347","calm mind","0","Raises the user's Special Attack and Special Defense by one stage.","20","0","user","psychic","status","0","0","0","0","0","0",,"0","special attack","100","1"
"348","leaf blade","100","Has an increased chance for a critical hit.","15","0","selected pokemon","grass","physical","0","0","90","0","1","1",,"0",,"0",
"349","dragon dance","0","Raises the user's Attack and Speed by one stage.","20","0","user","dragon","status","0","0","0","0","0","0",,"0","attack","100","1"
"350","rock blast","90","Hits 2-5 times in one turn.","10","0","selected pokemon","rock","physical","0","0","25","0","2","5",,"0",,"0",
"351","shock wave","0","Never misses.","20","0","selected pokemon","electric","special","0","0","60","0","1","1",,"0",,"0",
"352","water pulse","100","Has a $effect_chance% chance to confuse the target.","20","0","selected pokemon","water","special","0","0","60","0","1","1","confusion","20",,"0",
"353","doom desire","100","Hits the target two turns later.","5","0","selected pokemon","steel","special","0","0","140","0","0","0",,"0",,"0",
"354","psycho boost","90","Lowers the user's Special Attack by two stages after inflicting damage.","5","0","selected pokemon","psychic","special","0","0","140","0","1","1",,"0","special attack","100","-2"
"355","roost","0","Heals the user by half its max HP.","10","0","user","flying","status","50","0","0","0","0","0",,"0",,"0",
"356","gravity","0","Disables moves and immunities that involve flying or levitating for five turns.","5","0","entire field","psychic","status","0","0","0","0","0","0",,"0",,"0",
"357","miracle eye","0","Forces the target to have no evasion, and allows it to be hit by Psychic moves even if it's Dark.","40","0","selected pokemon","psychic","status","0","0","0","0","0","0","no-type-immunity","100",,"0",
"358","wake up slap","100","If the target is asleep, has double power and wakes it up.","10","0","selected pokemon","fighting","physical","0","0","70","0","1","1",,"0",,"0",
"359","hammer arm","90","Lowers user's Speed by one stage.","10","0","selected pokemon","fighting","physical","0","0","100","0","1","1",,"0","speed","100","-1"
"360","gyro ball","100","Power raises when the user has lower Speed, up to a maximum of 150.","5","0","selected pokemon","steel","physical","0","0","0","0","1","1",,"0",,"0",
"361","healing wish","0","User faints.  Its replacement has its HP fully restored and any major status effect removed.","10","0","user","psychic","status","0","0","0","0","0","0",,"0",,"0",
"362","brine","100","Has double power against Pokémon that have less than half their max HP remaining.","10","0","selected pokemon","water","special","0","0","65","0","1","1",,"0",,"0",
"363","natural gift","100","Power and type depend on the held berry.","15","0","selected pokemon","normal","physical","0","0","0","0","1","1",,"0",,"0",
"364","feint","100","Hits through Protect and Detect.","10","2","selected pokemon","normal","physical","0","0","30","0","1","1",,"0",,"0",
"365","pluck","100","If target has a berry, inflicts double damage and uses the berry.","20","0","selected pokemon","flying","physical","0","0","60","0","1","1",,"0",,"0",
"366","tailwind","0","For three turns, friendly Pokémon have doubled Speed.","15","0","users field","flying","status","0","0","0","0","0","0",,"0",,"0",
"367","acupressure","0","Raises one of a friendly Pokémon's stats at random by two stages.","30","0","user or ally","normal","status","0","0","0","0","0","0",,"0",,"0",
"368","metal burst","100","Strikes back at the last Pokémon to hit the user this turn with 1.5× the damage.","10","0","specific move","steel","physical","0","0","0","0","1","1",,"0",,"0",
"369","u turn","100","User must switch out after attacking.","20","0","selected pokemon","bug","physical","0","0","70","0","1","1",,"0",,"0",
"370","close combat","100","Lowers the user's Defense and Special Defense by one stage after inflicting damage.","5","0","selected pokemon","fighting","physical","0","0","120","0","1","1",,"0","defense","100","-1"
"371","payback","100","Power is doubled if the target has already moved this turn.","10","0","selected pokemon","dark","physical","0","0","50","0","1","1",,"0",,"0",
"372","assurance","100","Power is doubled if the target has already received damage this turn.","10","0","selected pokemon","dark","physical","0","0","60","0","1","1",,"0",,"0",
"373","embargo","100","Target cannot use held items.","15","0","selected pokemon","dark","status","0","0","0","0","0","0","embargo","100",,"0",
"374","fling","100","Throws held item at the target; power depends on the item.","10","0","selected pokemon","dark","physical","0","0","0","0","1","1",,"0",,"0",
"375","psycho shift","100","Transfers the user's major status effect to the target.","10","0","selected pokemon","psychic","status","0","0","0","0","0","0",,"0",,"0",
"376","trump card","0","Power increases when this move has less PP, up to a maximum of 200.","5","0","selected pokemon","normal","special","0","0","0","0","1","1",,"0",,"0",
"377","heal block","100","Prevents target from restoring its HP for five turns.","15","0","all opponents","psychic","status","0","0","0","0","0","0","heal-block","100",,"0",
"378","wring out","100","Power increases against targets with more HP remaining, up to a maximum of 121 power.","5","0","selected pokemon","normal","special","0","0","0","0","1","1",,"0",,"0",
"379","power trick","0","User swaps Attack and Defense.","10","0","user","psychic","status","0","0","0","0","0","0",,"0",,"0",
"380","gastro acid","100","Nullifies target's ability until it leaves battle.","10","0","selected pokemon","poison","status","0","0","0","0","0","0",,"0",,"0",
"381","lucky chant","0","Prevents the target from scoring critical hits for five turns.","30","0","users field","normal","status","0","0","0","0","0","0",,"0",,"0",
"382","me first","0","Uses the target's move against it before it attacks, with power increased by half.","20","0","selected pokemon me first","normal","status","0","0","0","0","1","1",,"0",,"0",
"383","copycat","0","Uses the target's last used move.","20","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"384","power swap","0","User swaps Attack and Special Attack changes with the target.","10","0","selected pokemon","psychic","status","0","0","0","0","0","0",,"0",,"0",
"385","guard swap","0","User swaps Defense and Special Defense changes with the target.","10","0","selected pokemon","psychic","status","0","0","0","0","0","0",,"0",,"0",
"386","punishment","100","Power increases against targets with more raised stats, up to a maximum of 200.","5","0","selected pokemon","dark","physical","0","0","0","0","1","1",,"0",,"0",
"387","last resort","100","Can only be used after all of the user's other moves have been used.","5","0","selected pokemon","normal","physical","0","0","140","0","1","1",,"0",,"0",
"388","worry seed","100","Changes the target's ability to Insomnia.","10","0","selected pokemon","grass","status","0","0","0","0","0","0",,"0",,"0",
"389","sucker punch","100","Only works if the target is about to use a damaging move.","5","1","selected pokemon","dark","physical","0","0","70","0","1","1",,"0",,"0",
"390","toxic spikes","0","Scatters poisoned spikes, poisoning opposing Pokémon that switch in.","20","0","opponents field","poison","status","0","0","0","0","0","0",,"0",,"0",
"391","heart swap","0","User and target swap stat changes.","10","0","selected pokemon","psychic","status","0","0","0","0","0","0",,"0",,"0",
"392","aqua ring","0","Restores 1/16 of the user's max HP each turn.","20","0","user","water","status","0","0","0","0","0","0",,"0",,"0",
"393","magnet rise","0","User is immune to Ground moves and effects for five turns.","10","0","user","electric","status","0","0","0","0","0","0",,"0",,"0",
"394","flare blitz","100","User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to burn the target.","15","0","selected pokemon","fire","physical","0","-33","120","0","1","1","burn","10",,"0",
"395","force palm","100","Has a $effect_chance% chance to paralyze the target.","10","0","selected pokemon","fighting","physical","0","0","60","0","1","1","paralysis","30",,"0",
"396","aura sphere","0","Never misses.","20","0","selected pokemon","fighting","special","0","0","80","0","1","1",,"0",,"0",
"397","rock polish","0","Raises the user's Speed by two stages.","20","0","user","rock","status","0","0","0","0","0","0",,"0","speed","100","2"
"398","poison jab","100","Has a $effect_chance% chance to poison the target.","20","0","selected pokemon","poison","physical","0","0","80","0","1","1","poison","30",,"0",
"399","dark pulse","100","Has a $effect_chance% chance to make the target flinch.","15","0","selected pokemon","dark","special","0","0","80","20","1","1",,"0",,"0",
"400","night slash","100","Has an increased chance for a critical hit.","15","0","selected pokemon","dark","physical","0","0","70","0","1","1",,"0",,"0",
"401","aqua tail","90","Inflicts regular damage with no additional effect.","10","0","selected pokemon","water","physical","0","0","90","0","1","1",,"0",,"0",
"402","seed bomb","100","Inflicts regular damage with no additional effect.","15","0","selected pokemon","grass","physical","0","0","80","0","1","1",,"0",,"0",
"403","air slash","95","Has a $effect_chance% chance to make the target flinch.","15","0","selected pokemon","flying","special","0","0","75","30","1","1",,"0",,"0",
"404","x scissor","100","Inflicts regular damage with no additional effect.","15","0","selected pokemon","bug","physical","0","0","80","0","1","1",,"0",,"0",
"405","bug buzz","100","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","10","0","selected pokemon","bug","special","0","0","90","0","1","1",,"0","special defense","10","-1"
"406","dragon pulse","100","Inflicts regular damage with no additional effect.","10","0","selected pokemon","dragon","special","0","0","85","0","1","1",,"0",,"0",
"407","dragon rush","75","Has a $effect_chance% chance to make the target flinch.","10","0","selected pokemon","dragon","physical","0","0","100","20","1","1",,"0",,"0",
"408","power gem","100","Inflicts regular damage with no additional effect.","20","0","selected pokemon","rock","special","0","0","80","0","1","1",,"0",,"0",
"409","drain punch","100","Drains half the damage inflicted to heal the user.","10","0","selected pokemon","fighting","physical","0","50","75","0","1","1",,"0",,"0",
"410","vacuum wave","100","Inflicts regular damage with no additional effect.","30","1","selected pokemon","fighting","special","0","0","40","0","1","1",,"0",,"0",
"411","focus blast","70","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","5","0","selected pokemon","fighting","special","0","0","120","0","1","1",,"0","special defense","10","-1"
"412","energy ball","100","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","10","0","selected pokemon","grass","special","0","0","90","0","1","1",,"0","special defense","10","-1"
"413","brave bird","100","User receives 1/3 the damage inflicted in recoil.","15","0","selected pokemon","flying","physical","0","-33","120","0","1","1",,"0",,"0",
