"id","pokemon_speciesID","nickname","ownerID","level","experience","gender","nature","item","datetime","location_subareaID","obtention_method","pokeballID","move1","move2","move3","move4"
"1563","412","Buster","61","57","203040","male","timid",,"Fri Jun 16 23:55:02 CEST 2017",,"walk","premier ball","42","210","81","41"
"1564","76","Pokey","61","52","147667","female","relaxed",,"Wed Oct 16 08:19:54 CEST 2019",,"gift","friend ball","157","91","191","246"
"1565","487","Peppy","61","46","131555","female","mild","potion","Mon Aug 25 04:16:43 CEST 2008",,"gift","repeat ball","82","180","109","101"
"1566","13","Elmo","62","49","130205","female","lonely",,"Wed Dec 23 01:27:29 CET 1998","380","walk","quick ball","41","77","210","124"
"1567","342","Phantom","62","42","85516","male","sassy","tm15","Thu Jan 12 02:49:18 CET 2006","511","super rod","luxury ball","242","168","240","56"
"1568","70","Levi","62","57","197776","male","modest",,"Tue Mar 02 21:29:03 CET 1999","505","walk","dive ball","92","139","75","51"
"1569","329","Jessie","62","52","148631","female","docile",,"Sun Jun 01 10:46:43 CEST 2008","508","walk","cherish ball","225","125","189","82"
"1570","430","Duffy","62","59","221948","male","careful",,"Sun Dec 09 02:38:56 CET 2007",,"grass spots","master ball","143","228","119","168"
"1571","180","Eddie","62","45","92970","female","careful",,"Thu Oct 15 18:40:58 CEST 2015","504","walk","premier ball","192","85","87","209"
"1572","296","Cassie","62","53","188844","female","calm",,"Wed Jul 28 00:24:44 CEST 2010","506","walk","luxury ball","66","69","67","2"
"1573","145","Wayne","62","53","201160","female","naughty","enigma stone","Tue May 04 08:01:43 CEST 2021","17","only one","master ball","17","19","177","86"
"1574","105","Bobbie","62","46","108732","female","hardy",,"Mon May 06 11:30:28 CEST 2002","13","walk","premier ball","222","28","189","89"
"1575","445","Clancy","62","54","213266","female","quirky",,"Fri Mar 16 09:23:24 CET 2012",,"gift","great ball","155","90","82","89"
"1576","290","Ty","62","47","115674","female","serious","never melt ice","Sun Sep 12 19:29:09 CEST 2004","380","walk","ultra ball","224","89","90","210"
"1577","447","Big Foot","62","58","206481","male","brave",,"Tue Mar 07 02:28:58 CET 2006","455","gift egg","cherish ball","223","197","233","66"
"1578","249","Beau","62","58","258343","male","modest",,"Wed Jan 13 03:01:40 CET 2021","237","only one","net ball","143","112","60","177"
"1579","76","Tuck","62","41","69291","male","bashful","green scarf","Wed Nov 14 11:48:02 CET 2018",,"gift","ultra ball","89","157","88","189"
"1580","336","Taylor","62","59","273292","female","sassy","red chain","Sun Aug 27 08:10:17 CEST 2017","483","walk","timer ball","139","77","40","151"
"1581","106","Flopsy","62","56","188198","male","brave",,"Thu Feb 02 10:38:44 CET 2017","81","gift","repeat ball","238","197","68","69"
"1582","55","Tesifonte","62","50","140145","male","quiet","tm58","Sun Mar 19 12:01:49 CET 2017","372","surf","park ball","127","57","190","250"
"1583","201","Mouse","62","58","214207","female","lonely","enigma stone","Thu Nov 19 11:59:31 CET 2015","401","walk","nest ball","138","112","243","93"
"1584","417","Sydney","62","58","212356","female","naughty","green shard","Tue Apr 11 16:47:53 CEST 2017","379","walk","friend ball","9","85","209","192"
"1585","11","Monty","62","41","76084","female","hasty",,"Fri Mar 27 05:29:30 CET 1998","380","walk","heavy ball","141","81","42","41"
"1586","442","Genie","62","50","138452","female","quiet",,"Thu Aug 09 08:08:02 CEST 2018",,"gift","nest ball","247","109","180","171"
"1587","367","Sunshine","62","43","99348","male","sassy",,"Fri Apr 28 20:35:29 CEST 2006",,"super rod spots","premier ball","240","145","128","61"
"1588","328","Petey","62","58","205579","female","naughty",,"Wed Feb 09 23:18:54 CET 2000","508","walk","fast ball","90","91","198","189"
"1589","214","Tiffany","62","50","171943","female","gentle",,"Sat May 26 10:46:00 CEST 2012","182","headbutt high","timer ball","68","67","141","2"
"1590","475","Slick","62","59","276519","female","docile","wave mail","Thu Nov 30 14:17:21 CET 2006",,"gift","ultra ball","133","167","248","26"
"1591","467","Gabriella","62","51","145757","female","quiet","deep sea tooth","Sat Oct 31 02:19:04 CET 1998",,"gift","sport ball","7","83","241","53"
"1592","441","Michael","62","45","94162","female","rash","meteorite","Thu Apr 24 09:44:15 CEST 2003","496","walk","safari ball","111","39","206","166"
"1593","323","Diva","62","57","197756","female","impish","awakening","Tue May 20 05:11:25 CEST 2008","428","walk","great ball","52","125","91","126"
"1594","174","Brodie","62","46","85261","male","serious",,"Sat Jul 23 20:33:53 CEST 2011","187","gift egg","cherish ball","20","236","98","31"
"1595","125","Mason","62","43","90088","female","brave","pokeblock case","Mon Feb 25 13:04:32 CET 2008","504","walk","sport ball","84","86","192","87"
"1596","265","Dewey","62","45","97482","female","lonely",,"Wed Mar 26 17:51:40 CET 2014","380","walk","poke ball","224","81","169","141"
"1597","357","Salty","62","57","244747","male","quiet",,"Wed Mar 29 18:44:26 CEST 2017","395","walk","level ball","76","64","16","78"
"1598","301","Mariah","62","47","90736","female","quirky",,"Wed Dec 06 22:22:58 CET 2006",,"grass spots","luxury ball","48","99","23","208"
"1599","219","Spencer","62","56","185299","female","hardy","old gateau","Thu Nov 05 01:34:04 CET 2009","429","walk","master ball","241","7","246","201"
"1600","280","Elvis","62","59","272169","female","bashful","tm28","Wed Dec 14 03:37:40 CET 2022","476","walk","sport ball","156","133","204","115"
"1601","231","Fonzie","62","45","100229","female","relaxed","electirizer","Sat Oct 24 17:18:59 CEST 1998","482","walk","quick ball","125","89","191","155"
"1602","138","Snowflake","62","47","114267","male","naive",,"Thu Sep 19 22:32:28 CEST 2019",,"gift","great ball","190","201","56","127"
"1603","325","Rowdy","62","47","88648","male","brave","dome fossil","Fri Jul 25 16:50:42 CEST 2008","497","walk","moon ball","134","93","149","138"
"1604","284","Figaro","62","44","95020","female","rash",,"Tue May 27 12:48:31 CEST 2008","509","surf","great ball","19","81","41","210"
"1605","253","Hooch","62","47","108710","female","serious","gold teeth","Sat Dec 29 10:42:29 CET 2012",,"gift","heavy ball","75","22","79","80"
"1606","134","Edgar","62","51","148231","female","lonely",,"Mon Oct 24 01:18:27 CEST 2005",,"gift","poke ball","152","55","110","57"
"1607","243","Scooter","62","50","175464","female","hardy",,"Sat Jul 18 23:04:17 CEST 2015","146","only one","park ball","209","84","192","86"
"1608","254","Ranger","62","45","93277","male","hasty","power weight","Thu Feb 20 04:12:54 CET 2014",,"gift","moon ball","202","78","22","178"
"1609","312","Macintosh","62","47","111477","male","brave","luck incense","Wed Jun 27 03:49:11 CEST 2012","182","walk","heal ball","9","86","85","87"
"1610","173","Lassie","63","55","143543","female","hardy","hm02","Sun Sep 10 07:52:38 CEST 2000","382","walk","safari ball","204","186","236","3"
"1611","442","Joey","63","42","84348","female","timid",,"Thu Nov 04 07:04:29 CET 2004",,"gift","cherish ball","122","101","180","251"
"1612","41","Wenche","63","53","163719","female","modest","secret potion","Tue Jan 24 16:55:44 CET 2006","377","walk","fast ball","124","143","51","16"
"1613","292","Elliot","63","46","114822","male","gentle","red shard","Wed May 08 15:16:12 CEST 2013",,"gift","heavy ball","194","247","109","180"
"1614","490","Scoobie","63","59","278301","female","adamant","green apricorn","Thu May 01 12:13:50 CEST 2003",,"gift","master ball","128","57","61","190"
"1615","86","Bo","63","44","94071","female","quiet",,"Wed Apr 24 19:24:52 CEST 2002","515","surf","dusk ball","56","145","240","152"
"1616","319","Sigma","63","42","103136","male","relaxed","wide lens","Thu Dec 30 12:39:31 CET 2004","496","super rod","safari ball","127","110","145","44"
"1617","227","Mitzy","63","56","238512","male","brave","retro mail","Sun Mar 18 20:13:47 CET 2012","428","walk","safari ball","119","231","19","177"
"1618","350","Wallace","63","55","169253","male","serious",,"Fri Nov 26 12:04:06 CET 1999",,"super rod spots","lure ball","250","61","55","56"
"1619","169","Rosa","63","47","114728","female","naive","icy rock","Sat May 13 14:40:31 CEST 2000",,"grass spots","net ball","17","16","51","188"
"1620","40","Princess","63","41","60311","female","lax","tm62","Mon May 12 07:47:23 CEST 2008","52","walk","nest ball","102","11","162","195"
"1621","50","Kramer","63","42","83953","female","bashful","tm82","Sat Aug 21 02:49:33 CEST 2021","508","walk","master ball","198","89","191","155"
"1622","194","Tom","64","58","213786","male","quirky","shadow mail","Fri Oct 23 10:32:04 CEST 2020","395","walk","sport ball","240","57","191","110"
"1623","338","Babbles","64","51","115779","female","mild",,"Sun Jun 10 21:35:17 CEST 2007","383","walk","fast ball","156","201","246","60"
"1624","316","Bear","64","50","160194","male","serious",,"Thu Oct 18 19:59:04 CEST 2007","37","walk","moon ball","123","188","77","51"
"1625","341","Silky","64","58","255801","male","mild","max potion","Fri Jun 26 07:22:24 CEST 2020","511","super rod","heavy ball","128","127","57","240"
"1626","27","Ivy","64","42","81008","male","impish",,"Thu Dec 23 03:32:08 CET 1999","445","walk","master ball","189","198","91","28"
"1627","274","Fulgencio","64","47","108397","female","lonely","data card 16","Tue Nov 08 12:56:26 CET 2016","490","walk","quick ball","242","202","80","185"
"1628","461","Cisco","64","44","84773","male","brave","enigma stone","Fri Apr 16 02:44:40 CEST 2021",,"gift","poke ball","44","185","181","59"
"1629","132","Brandy","64","44","92524","female","quirky","card key","Mon Nov 16 21:51:52 CET 2020","501","walk","timer ball","207","195","111","39"
"1630","195","Plato","64","58","214974","female","adamant",,"Sat Aug 09 19:57:41 CEST 1997","395","walk","nest ball","198","127","90","61"
"1631","235","Alex","64","42","66147","male","impish","reaper cloth","Sat Jun 24 04:01:27 CEST 2017","483","walk","safari ball","182","144","227","14"
"1632","187","TopG","64","45","94725","male","bold",,"Sat Feb 13 19:21:27 CET 2021","381","walk","dusk ball","71","64","65","16"
"1633","104","Presley","64","51","148162","female","careful","root fossil","Fri Jan 14 11:57:16 CET 2011","476","walk","great ball","189","222","155","89"
"1634","45","Olive","64","47","106544","female","impish",,"Thu Jul 21 07:09:31 CEST 2011",,"gift","master ball","77","147","123","178"
"1635","19","Gilda","64","50","138896","male","relaxed","rainbow pass","Mon Apr 23 09:40:08 CEST 2018","506","walk","cherish ball","213","23","46","30"
"1636","354","Milo","64","45","82928","female","modest","moon ball","Thu Oct 25 14:37:55 CEST 2018","428","walk","dive ball","171","247","174","109"
"1637","457","Cody","64","55","166347","female","sassy",,"Tue Jun 12 16:36:15 CEST 2001","371","super rod","park ball","61","128","55","56"
"1638","1","Vinnie","64","50","132890","female","gentle","tm56","Thu Mar 21 15:37:57 CET 1996","2","gift","level ball","178","79","51","78"
"1639","50","Cricket","64","47","116708","male","serious","petaya berry","Mon Dec 19 19:34:51 CET 2016","508","walk","net ball","155","198","191","222"
"1640","66","Niko","64","41","66981","male","lax",,"Sun Mar 11 19:08:33 CET 2012","382","walk","heal ball","66","249","223","2"
"1641","74","Miles","64","59","215481","female","gentle","lift key","Thu Dec 27 12:07:47 CET 2001","377","walk","sport ball","201","157","90","246"
"1642","486","Sweetie","64","43","111857","female","bashful","tm65","Wed Aug 05 17:29:54 CEST 2015",,"gift","park ball","158","121","165","14"
"1643","181","Tesifonte","64","49","119329","male","brave","tm84","Fri Dec 21 12:32:43 CET 2007",,"gift","safari ball","209","87","85","9"
"1644","182","Pogo","64","58","208168","male","quiet",,"Tue Apr 23 12:03:57 CEST 2002",,"gift","luxury ball","75","178","80","79"
"1645","133","Eifel","64","53","159566","male","hardy","old gateau","Tue Aug 06 16:07:00 CEST 2019",,"walk","poke ball","193","33","45","227"
"1646","234","Midnight","64","45","123914","female","timid",,"Wed Nov 01 13:04:38 CET 2017","482","walk","net ball","154","46","3","98"
"1647","474","Coal","65","51","147859","female","bashful",,"Thu Dec 24 14:28:52 CET 2020",,"gift","safari ball","220","116","216","121"
"1648","335","Lexie","65","41","88106","male","mild","durin berry","Tue Oct 01 19:54:18 CEST 2002","483","walk","sport ball","11","219","37","1"
"1649","426","Cha Cha","65","58","259760","male","hasty","tiny mushroom","Thu Apr 29 14:00:52 CEST 1999",,"dark grass","lure ball","101","194","174","119"
"1650","33","Rocket","65","49","123154","female","naughty","tm21","Sun Jul 15 10:29:38 CEST 2007","472","walk","great ball","40","123","188","92"
"1651","18","Binky","65","43","78566","female","rash",,"Sun Nov 23 06:31:31 CET 1997",,"gift","master ball","165","161","199","34"
"1652","269","Hardy","65","41","78145","male","rash","tm04","Wed May 21 02:52:29 CEST 1997","380","walk","luxury ball","124","139","123","224"
"1653","122","Munchkin","65","50","134098","male","jolly",,"Sun Oct 20 16:35:31 CEST 2019","501","walk","net ball","113","138","134","236"
"1654","326","Pooh","65","57","163739","male","hardy","insect plate","Thu Oct 21 12:14:50 CEST 2004",,"dark grass","fast ball","93","96","138","97"
"1655","260","Mac","65","48","113067","male","brave",,"Sat Apr 19 13:22:13 CEST 2014",,"gift","fast ball","145","56","152","110"
"1656","61","Bishop","65","57","192008","female","relaxed",,"Wed Mar 06 04:38:32 CET 2002","506","super rod","sport ball","110","127","190","240"
"1657","416","Brit","65","54","166260","female","rash","data card 09","Sun Jul 30 11:49:44 CEST 2000",,"grass spots","cherish ball","210","119","17","224"
"1658","118","Escolástico","65","58","210172","female","hardy","tm07","Sat Apr 21 14:59:21 CEST 2018","521","good rod","ultra ball","55","145","110","61"
"1659","307","Bosley","65","46","106522","female","adamant",,"Sat Aug 18 17:12:20 CEST 2012","382","walk","sport ball","133","156","60","26"
"1660","119","Gilbert","65","46","109783","male","hasty","data card 22","Wed Sep 25 20:53:07 CEST 2013","521","super rod","friend ball","128","190","250","61"
"1661","6","Twiggy","65","48","113418","female","modest","insect plate","Fri Jan 02 11:32:39 CET 2004",,"gift","lure ball","143","172","16","177"
"1662","422","Koko","65","41","75303","female","timid","tm18","Tue Nov 28 15:57:10 CET 2006","371","surf","ultra ball","55","57","110","240"
"1663","402","Echo","65","57","194058","female","hasty",,"Wed May 13 22:00:14 CEST 2009","449","walk","master ball","141","210","81","169"
"1664","431","Jasper","65","45","79348","male","quirky","razz berry","Wed Feb 06 20:32:48 CET 2002","501","walk","heavy ball","244","34","162","37"
"1665","315","Kobe","65","58","208505","male","jolly",,"Tue Sep 06 18:46:20 CEST 2005","449","walk","quick ball","22","151","40","76"
"1666","175","Nick","65","50","109619","male","lonely",,"Fri Mar 25 23:06:29 CET 2005","516","walk","love ball","236","186","204","122"
"1667","175","Rodina","65","48","98699","female","relaxed","choice band","Sun Mar 29 14:24:40 CEST 1998","516","walk","net ball","236","186","204","91"
"1668","349","Fergie","65","46","112393","male","brave","power weight","Mon Aug 24 17:06:17 CEST 1998",,"super rod","net ball","110","250","145","152"
"1669","76","Mindy","65","48","116784","female","bashful","tm85","Sat Nov 09 19:17:06 CET 2002",,"gift","dive ball","89","205","198","201"
"1670","353","Doggon’","65","47","89416","female","sassy","awakening","Fri Feb 08 08:13:47 CET 2002","271","walk","heal ball","174","180","122","109"
"1671","215","Jester","65","53","159547","male","mild","zinc","Sun May 04 19:39:02 CEST 1997","439","walk","love ball","44","58","251","114"
"1672","319","Axel","65","43","110862","male","lax",,"Tue Aug 05 16:53:04 CEST 2003","496","super rod","repeat ball","145","44","190","55"
"1673","251","Hershey","65","53","153898","male","relaxed",,"Tue Apr 26 20:29:02 CEST 2022",,"gift","cherish ball","133","112","156","97"
"1674","152","Joe","66","47","106464","male","careful","pal pad","Sun Sep 10 09:16:45 CEST 2006","180","gift","heavy ball","80","147","73","76"
"1675","142","Tori","66","59","277257","female","sassy","micle berry","Wed Dec 25 04:10:18 CET 1996",,"gift","park ball","17","65","119","246"
"1676","429","Snoop","66","51","113037","female","naughty","harbor mail","Fri Nov 09 06:05:03 CET 2001",,"grass spots","heal ball","101","174","194","171"
"1677","294","Segismundo","66","44","85030","male","bold","snow mail","Sun Aug 06 18:57:43 CEST 2017","385","walk","luxury ball","98","217","150","3"
"1678","487","Hugh","66","58","259480","female","lonely",,"Sun Mar 21 04:57:38 CET 2010",,"gift","luxury ball","82","101","225","174"
"1679","274","Buttercup","66","49","121250","male","bold",,"Sat Jan 15 15:07:25 CET 2005","490","walk","dusk ball","147","78","228","202"
"1680","224","Kallie","66","49","131685","female","gentle","lemonade","Wed Dec 06 00:38:23 CET 2017","374","super rod","level ball","250","240","128","152"
"1681","492","Jolly","66","57","197519","male","relaxed",,"Sat Oct 22 15:23:37 CEST 2011",,"gift","great ball","72","71","235","80"
"1682","296","Johnny","66","50","157980","female","lonely",,"Tue Dec 22 17:30:36 CET 1998","506","walk","ultra ball","238","233","24","2"
"1683","201","TopG","66","55","181817","male","bold","tamato berry","Mon Jun 09 15:07:47 CEST 2014","401","walk","level ball","138","149","243","115"
"1684","67","Chad","66","51","134547","female","docile",,"Sun Jun 19 05:01:41 CEST 2005","383","walk","cherish ball","27","249","2","136"
"1685","73","Nick","66","49","160534","male","quirky",,"Fri Mar 14 20:54:31 CET 2003","371","surf","repeat ball","127","151","190","55"
"1686","403","Gibson","66","51","141397","female","adamant",,"Tue Mar 14 07:30:21 CET 2000","379","walk","love ball","86","85","9","84"
"1687","71","Arsenio","66","50","130671","female","rash","lansat berry","Thu Nov 07 22:11:21 CET 2013",,"gift","great ball","77","151","92","73"
"1688","230","Kipper","66","49","127769","male","bold","escape rope","Sat Jul 04 10:07:44 CEST 2009",,"super rod spots","premier ball","225","152","239","110"
"1689","473","Braggs","66","42","99965","male","brave","iron plate","Mon Apr 30 13:04:20 CEST 2018",,"grass spots","premier ball","114","155","198","196"
"1690","135","Tigger","66","41","75697","male","bold",,"Fri Nov 22 14:49:20 CET 2019",,"gift","ultra ball","209","84","85","87"
"1691","458","Trooper","66","52","190031","female","mild","tm22","Mon Sep 16 02:07:11 CEST 2013","375","surf","repeat ball","119","110","56","64"
"1692","369","Chrissy","66","51","181891","female","calm",,"Wed Jan 15 00:38:38 CET 2014","515","super rod","quick ball","127","110","57","190"
"1693","189","Chessie","66","59","217677","male","gentle","x sp atk","Thu Sep 15 15:24:16 CEST 2005",,"gift","timer ball","16","65","143","73"
"1694","198","Rosie","66","57","199412","male","lax",,"Tue Jan 30 02:40:00 CET 2018","380","walk","premier ball","177","251","17","44"
"1695","118","Twinkle","66","42","82923","female","hasty","dome fossil","Mon Jun 26 19:55:46 CEST 2000","521","good rod","great ball","127","240","56","57"
"1696","227","Bobby","66","42","105156","male","docile",,"Fri Jul 30 13:25:54 CEST 2010","428","walk","nest ball","211","16","64","232"
"1697","32","Bug","66","59","214838","female","brave",,"Mon Aug 01 00:30:41 CEST 2016","474","walk","lure ball","77","139","51","40"
"1698","305","Braggs","66","41","93700","male","jolly",,"Thu Apr 24 07:52:35 CEST 2008","286","walk","heal ball","88","231","246","205"
"1699","336","Tom","67","47","131532","male","adamant","soothe bell","Mon Mar 31 02:29:04 CEST 1997","483","walk","level ball","188","123","139","77"
"1700","56","Diesel","67","42","83705","female","quirky",,"Thu Feb 18 03:39:33 CET 2021","506","walk","dive ball","238","233","66","2"
"1701","138","Pepe","67","50","138968","female","timid","moon stone","Wed Nov 13 14:26:02 CET 2013",,"gift","cherish ball","201","88","190","246"
"1702","475","Tally","67","42","104468","male","hardy","figy berry","Fri Mar 10 14:36:41 CET 2006",,"gift","love ball","2","60","96","97"
"1703","156","Fergie","67","51","134347","female","careful",,"Sun Jan 11 07:05:43 CET 2004",,"gift","lure ball","83","241","7","221"
"1704","21","Josie","67","48","118491","male","modest",,"Mon Feb 25 17:54:46 CET 2013","506","walk","moon ball","118","119","230","170"
"1705","122","Judy","67","50","135568","female","hasty",,"Mon Nov 30 14:37:22 CET 2009","501","walk","lure ball","149","93","94","96"
"1706","34","Tripod","67","44","86349","male","hardy","safari ball","Fri Dec 07 21:11:18 CET 2018",,"gift","dusk ball","91","139","188","222"
"1707","111","Beaux","67","54","217973","female","brave",,"Sun Jan 15 20:32:26 CET 2023","419","walk","park ball","246","28","88","155"
"1708","246","Vinnie","67","44","119802","male","bashful","cornn berry","Sat Sep 17 13:00:20 CEST 2016","481","walk","park ball","246","157","189","91"
"1709","117","Gretchen","67","47","110637","female","naive",,"Sat Jul 24 12:10:03 CEST 2004","515","super rod","safari ball","110","56","145","250"
"1710","386","Whispy","67","58","262730","male","naive",,"Sat Feb 07 00:55:39 CET 2015","147","only one","cherish ball","133","248","94","115"
"1711","329","Chiquita","67","53","156134","female","gentle",,"Sat Jul 11 03:16:07 CEST 2020","508","walk","great ball","191","125","222","198"
"1712","285","Sterling","67","48","142323","female","sassy","machine part","Mon Aug 06 12:22:48 CEST 2007","268","walk","lure ball","76","147","75","22"
"1713","365","Butterscotch","67","47","106250","female","brave",,"Sat Sep 06 15:33:49 CEST 2014",,"surf spots","timer ball","152","128","114","145"
"1714","408","Deacon","67","43","96889","male","gentle","fashion case","Sat Jul 31 15:07:15 CEST 2004",,"gift","fast ball","157","201","88","205"
"1715","459","Woofie","67","59","278167","female","quirky",,"Sun May 28 21:15:13 CEST 2006","385","walk","master ball","73","59","8","80"
"1716","223","Beetle","67","41","78521","male","mild","sharp beak","Thu May 27 17:19:53 CEST 1999","374","good rod","master ball","190","250","55","127"
"1717","166","Roxie","67","43","71113","male","bold","hondew berry","Wed Jan 07 20:59:47 CET 2009","509","walk","sport ball","224","141","119","41"
"1718","366","Roland","67","46","112976","female","quiet","blue card","Fri Dec 07 07:23:00 CET 2012","502","super rod","master ball","61","110","145","56"
"1719","297","Mango","67","57","243372","male","quirky",,"Mon Jan 26 12:07:45 CET 2004","286","walk","ultra ball","136","197","183","66"
"1720","120","Alf","67","41","93387","female","careful",,"Thu Jan 07 11:14:57 CET 2016","371","super rod","lure ball","57","152","145","110"
"1721","367","Dinky","67","48","122983","male","jolly","old amber","Tue Dec 29 18:39:35 CET 1998",,"super rod spots","park ball","145","190","55","250"
"1722","382","Chevy","67","41","97272","female","rash","tm33","Thu Nov 18 08:06:50 CET 2010","285","only one","heavy ball","56","190","61","110"
"1723","310","Dunn","67","54","218882","male","hasty",,"Tue Dec 16 14:46:24 CET 1997","315","walk","moon ball","87","209","192","85"
"1724","343","Ivory","67","55","180848","female","hardy","wailmer pail","Sat Aug 16 04:53:04 CEST 2008","481","walk","moon ball","222","93","94","133"
"1725","244","Giant","67","43","107883","male","brave",,"Fri Jun 04 22:16:44 CEST 2021","146","only one","luxury ball","7","241","83","172"
"1726","93","Latte","67","53","153150","male","hardy",,"Sat Jan 06 21:49:07 CET 2007","432","walk","level ball","188","171","139","109"
"1727","2","Cocoa","67","59","214298","male","lonely",,"Thu Nov 25 12:19:50 CET 1999",,"gift","quick ball","72","188","80","79"
"1728","36","Rosa","67","58","165218","female","careful","magma stone","Fri Jan 01 19:26:08 CET 2016",,"grass spots","moon ball","186","236","204","4"
"1729","362","Capone","67","55","181598","female","hasty",,"Wed Sep 09 13:30:21 CEST 1998",,"gift","master ball","58","181","54","62"
"1730","259","Lightning","67","51","140946","male","lonely",,"Mon Sep 01 18:13:46 CEST 2014",,"gift","park ball","152","155","90","110"
"1731","20","Gabby","67","43","86417","male","adamant",,"Wed May 17 01:52:17 CEST 2017","506","walk","heal ball","144","175","182","23"
"1732","295","Jamie","67","48","113587","female","naughty","mago berry","Thu Apr 20 05:05:38 CEST 2000",,"gift","nest ball","230","121","140","158"
"1733","319","Hanna","67","52","191354","female","adamant","brick mail","Wed Jul 18 01:30:40 CEST 2012","496","super rod","premier ball","242","190","152","168"
"1734","366","Rover","67","46","112541","female","timid","oran berry","Sun Nov 16 22:42:24 CET 2003","502","super rod","timer ball","250","110","240","61"
"1735","129","Sasha","67","44","119792","male","hasty","rm 6 key","Tue Jan 08 17:11:36 CET 2019","371","old rod","ultra ball","250","127","55","152"
"1736","173","Mikey","67","53","126344","male","quirky","rock incense","Mon May 01 07:11:44 CEST 2006","382","walk","level ball","186","236","204","66"
"1737","168","Ermilia","67","58","170715","male","careful","tropic mail","Fri Jan 26 15:40:39 CET 2018","509","walk","park ball","81","139","51","210"
"1738","374","Romeo","67","51","176371","male","brave","damp rock","Fri Sep 05 05:52:02 CEST 1997","508","walk","poke ball","115","231","134","93"
"1739","61","Wiz","67","59","220955","male","lax",,"Thu Feb 08 17:02:14 CET 2018","506","super rod","timer ball","250","110","190","61"
"1740","52","Porch","67","47","114123","male","docile","power bracer","Wed Jul 17 08:21:14 CEST 2002","188","walk","ultra ball","206","213","159","130"
"1741","54","Brandi","67","42","83542","male","lax","odd incense","Sat Mar 19 20:00:10 CET 2005","372","surf","ultra ball","61","128","127","56"
"1742","450","Miss Kitty","68","42","106013","female","naive",,"Tue Apr 03 10:19:23 CEST 2001","508","walk","lure ball","222","189","91","90"
"1743","370","Xena","68","57","157234","female","calm","tm81","Wed Sep 07 03:35:39 CEST 2011","376","super rod","safari ball","57","56","240","110"
"1744","80","Murphy","68","49","125886","male","naive",,"Sun Jan 31 09:02:28 CET 2016","210","surf","park ball","190","243","248","156"
"1745","393","Speedo","68","45","93181","male","modest",,"Sun Jan 13 08:14:31 CET 2008","466","gift","lure ball","127","56","152","110"
"1746","99","Pepper","68","51","148594","female","jolly",,"Sun Nov 17 18:52:49 CET 2013","152","super rod","lure ball","128","127","61","240"
"1747","133","Vitores","68","47","113126","female","gentle","timer ball","Fri Apr 14 08:46:10 CEST 2023",,"gift","ultra ball","129","102","43","23"
"1748","313","Mimi","68","53","155115","male","bold",,"Mon Nov 11 04:57:12 CET 2013","509","walk","dusk ball","210","41","81","42"
"1749","239","Jojo","68","45","103493","male","naughty",,"Sun Dec 26 05:41:54 CET 2010","379","walk","timer ball","209","86","87","9"
"1750","78","Hailey","68","55","181522","female","hasty","zoom lens","Wed Sep 14 19:18:48 CEST 2022","174","walk","heal ball","53","126","172","52"
"1751","19","Jackie","68","59","224456","female","rash",,"Wed Jul 16 06:26:15 CEST 2003","506","walk","ultra ball","206","244","5","176"
"1752","290","Jasmine","68","45","105828","male","serious","data card 15","Wed Jan 12 14:40:19 CET 2022","380","walk","level ball","91","189","169","28"
"1753","17","Riggs","68","50","129241","female","calm","charti berry","Thu Dec 11 05:20:18 CET 2003","190","walk","ultra ball","1","105","220","203"
"1754","317","Marciana","68","48","133893","female","impish",,"Sat Oct 10 18:43:16 CEST 2015",,"gift","sport ball","51","92","40","124"
"1755","455","Obie","68","44","117192","male","hasty","deep sea tooth","Thu Sep 24 09:10:20 CEST 2020","165","walk","quick ball","73","22","202","79"
"1756","355","Kobe","68","56","152534","male","naughty","passho berry","Sun Nov 17 02:13:11 CET 1996","432","walk","dive ball","174","171","247","180"
"1757","172","Chrissy","68","54","174649","male","impish",,"Tue Dec 04 03:47:11 CET 2001","449","walk","safari ball","86","84","209","87"
"1758","423","Lady","68","43","88400","female","quiet",,"Sat May 12 07:06:34 CEST 2018","371","surf","nest ball","91","56","191","57"
"1759","186","Sheba","68","53","158393","female","quirky","nomel berry","Fri Jul 08 11:51:36 CEST 2005",,"super rod spots","friend ball","61","190","110","55"
"1760","435","Maximus","68","49","125049","female","hasty",,"Mon Dec 24 17:00:35 CET 2018","503","walk","level ball","228","51","40","251"
"1761","88","Dakota","68","56","185928","male","bashful",,"Mon Jun 24 23:34:58 CEST 1996","495","walk","poke ball","92","151","40","139"
"1762","317","Pantaleona","68","53","188098","male","lax",,"Sat Aug 14 12:54:17 CEST 1999",,"gift","quick ball","123","188","77","151"
"1763","470","Tristan","68","52","155788","male","bold",,"Sat Aug 04 18:11:28 CEST 2018",,"gift","dusk ball","202","71","78","178"
"1764","303","Froilana","68","55","144737","male","careful",,"Fri Feb 18 10:50:28 CET 2005","452","walk","great ball","186","232","231","236"
"1765","155","Killian","68","47","103493","female","relaxed","blue card","Mon Jun 20 08:07:26 CEST 2016","180","gift","great ball","172","241","83","7"
"1766","380","Gretel","68","46","134626","female","brave",,"Tue Sep 13 06:39:09 CEST 2022","361","only one","fast ball","248","112","149","133"
"1767","382","Judy","68","42","102377","male","hardy","insect plate","Sat Aug 13 04:05:21 CEST 2011","285","only one","poke ball","152","127","57","61"
