storeID,trainerID,itemID,amount,cost,discount,date_time
1,454,469,11,3348,57,2022-08-16
8,369,430,21,3490,42,2023-04-11
36,471,396,43,4005,35,2022-11-27
34,7,343,26,3199,9,2023-03-08
28,446,504,45,412,61,2022-07-10
2,212,184,8,4768,92,2022-09-02
29,319,170,47,142,29,2022-12-23
5,46,541,6,314,81,2023-02-19
15,326,242,7,3904,40,2022-11-25
38,188,357,33,1190,29,2022-10-17
38,220,117,12,1634,87,2023-04-04
20,56,400,40,4954,72,2022-12-12
8,323,184,36,4867,41,2022-08-11
19,141,149,5,2571,40,2023-03-25
39,462,443,25,1081,43,2022-12-29
15,196,217,43,1644,65,2023-04-06
23,271,138,5,2696,25,2022-09-12
12,273,351,47,893,76,2022-11-29
25,190,399,20,4411,3,2022-09-30
28,21,467,35,4690,43,2022-11-02
17,424,10,26,3255,39,2023-03-24
0,364,40,47,75,77,2023-02-14
32,277,20,9,1977,19,2022-08-08
13,91,213,25,482,65,2022-10-31
4,160,347,16,2991,82,2022-11-10
25,237,31,34,4549,34,2023-04-04
20,486,554,43,2254,70,2022-10-12
6,35,83,41,3041,86,2023-02-11
35,402,262,45,97,92,2023-01-27
2,134,210,23,2576,96,2022-06-21
31,22,204,16,856,48,2022-11-24
18,529,366,37,264,84,2022-08-07
23,516,510,36,1607,41,2023-04-11
39,120,541,39,1247,93,2022-06-20
33,454,146,49,2095,11,2022-05-05
27,403,281,36,4026,41,2022-06-09
2,141,531,35,907,19,2022-08-10
35,213,203,35,4411,89,2022-05-01
22,302,138,30,2559,100,2023-03-22
23,508,490,3,1130,4,2023-02-01
25,127,243,6,3747,67,2022-05-22
18,90,62,17,1927,36,2022-07-01
1,512,455,24,3650,24,2023-01-16
10,144,255,38,2294,50,2022-12-22
28,97,246,8,1511,54,2023-01-27
1,136,424,47,3213,91,2023-03-05
17,62,125,40,4047,5,2022-11-28
28,425,449,25,1314,84,2023-01-06
30,294,159,10,646,41,2022-05-06
15,36,200,10,1732,20,2022-05-07
36,377,553,4,389,61,2022-11-18
15,195,183,3,953,63,2022-11-29
5,57,375,19,2642,35,2023-01-18
39,90,50,44,4812,60,2022-11-05
3,5,499,15,230,76,2022-05-26
4,138,542,16,204,58,2022-08-04
17,368,22,6,469,4,2022-10-25
10,98,406,36,1860,40,2022-11-08
26,361,472,2,1107,40,2022-10-13
33,226,552,38,1937,2,2022-06-10
20,60,385,11,1761,44,2023-01-20
8,140,536,37,4598,35,2022-07-16
40,474,192,3,3675,8,2023-04-16
38,518,337,21,2302,43,2022-11-24
30,384,159,47,3809,22,2022-11-19
30,107,461,33,2956,42,2022-12-19
37,392,299,19,746,52,2023-02-02
32,342,272,7,4646,99,2022-12-31
22,427,261,30,4781,88,2022-12-22
19,106,356,47,2775,70,2023-02-17
15,154,385,25,4106,80,2023-02-17
20,264,362,25,4481,6,2023-03-24
5,20,470,29,3782,22,2022-09-10
11,478,200,4,1937,15,2023-01-12
23,497,105,21,1683,67,2023-04-19
37,195,159,14,244,20,2023-01-12
37,133,395,19,2055,61,2022-12-06
14,49,366,42,3042,20,2022-10-09
33,330,549,21,1013,86,2023-02-08
0,247,506,9,598,58,2023-03-23
16,253,275,38,3722,81,2023-01-07
29,364,227,2,4953,39,2022-12-08
11,503,340,43,241,23,2022-06-18
7,337,74,3,3022,11,2022-06-29
25,239,366,36,231,26,2022-08-17
28,389,244,44,4124,74,2022-08-15
9,102,474,46,3170,97,2023-04-26
1,267,110,29,1987,63,2022-09-25
18,232,1,44,2057,57,2022-08-28
20,59,190,21,1786,42,2022-10-06
1,213,177,15,102,21,2022-07-03
22,390,11,32,4084,96,2022-08-25
15,74,275,28,4638,47,2023-04-14
39,413,498,2,4665,85,2023-03-26
3,188,206,32,2579,90,2022-05-14
20,347,460,31,1097,51,2023-04-16
0,409,149,25,1853,17,2022-10-14
3,225,59,28,3627,43,2022-09-21
3,204,427,11,3420,85,2022-07-31
26,34,430,21,4494,97,2022-10-19
7,38,481,4,3735,11,2022-08-01
35,195,54,19,1216,93,2022-05-13
2,236,265,49,2759,9,2022-06-13
29,208,126,38,3250,76,2022-09-02
15,106,365,41,1127,69,2022-09-22
8,495,456,10,4925,45,2022-11-19
35,164,297,50,2588,17,2022-11-20
30,125,406,28,667,97,2022-12-15
7,176,232,20,4431,95,2022-06-29
16,220,484,50,323,87,2023-02-18
14,299,126,32,3363,47,2023-03-25
4,231,336,42,4950,34,2022-10-26
7,256,290,9,1966,58,2022-07-03
28,330,427,3,2228,92,2022-06-14
10,297,190,18,4578,63,2022-09-30
37,147,267,16,1723,88,2022-10-23
7,473,443,23,3294,41,2023-01-22
26,254,218,35,3691,91,2022-12-01
40,181,344,41,4709,22,2022-07-15
12,196,204,19,1461,5,2023-02-16
40,198,274,15,1355,49,2022-07-01
14,302,15,40,2795,76,2022-06-21
11,135,287,28,4546,26,2023-01-26
13,180,543,13,427,72,2022-11-25
30,137,232,33,1466,76,2023-02-22
9,198,70,30,1795,91,2023-04-12
14,444,480,4,1269,39,2022-09-13
38,474,175,33,550,52,2022-06-19
14,15,345,20,4240,90,2022-07-01
36,409,374,28,1915,8,2022-12-20
4,180,256,44,2737,97,2022-05-17
25,139,135,8,1787,2,2023-03-06
35,155,37,6,2743,22,2023-01-14
40,245,154,17,479,74,2023-03-04
9,345,499,28,3732,6,2022-06-03
34,154,159,39,2357,14,2022-08-14
18,114,519,23,3231,37,2022-09-27
9,418,207,46,4191,1,2023-01-23
15,142,163,25,3264,54,2022-06-30
21,181,424,35,3902,75,2022-08-07
1,500,500,7,3156,5,2023-02-24
7,171,407,48,2239,27,2022-07-14
21,497,421,3,3965,78,2022-07-18
13,516,466,22,4776,53,2022-08-04
10,88,298,24,1849,82,2022-11-08
4,212,471,24,3588,34,2022-06-27
16,457,349,21,1170,83,2022-11-19
14,153,411,12,3047,54,2022-12-30
7,395,207,16,3824,76,2023-04-09
25,321,425,16,427,44,2023-03-01
40,110,402,29,1296,51,2022-11-25
5,131,243,28,1084,45,2023-02-09
22,453,124,38,1006,91,2023-02-15
36,19,529,30,1994,59,2022-09-19
6,197,328,47,155,71,2022-09-26
40,397,41,45,2343,15,2023-04-05
16,112,557,38,3640,32,2022-11-21
15,455,215,40,3155,35,2022-12-22
6,139,406,34,2686,72,2022-12-12
7,527,214,33,1803,3,2023-02-17
11,130,443,9,3065,95,2022-06-20
2,469,77,11,4801,22,2022-07-31
28,520,3,6,2652,50,2023-02-04
36,146,173,29,3420,49,2022-09-11
34,429,114,9,642,8,2023-01-13
8,485,262,36,4936,50,2023-01-22
25,109,291,5,4806,58,2022-05-11
23,233,457,19,3634,13,2023-04-28
12,13,424,34,1762,96,2022-12-05
13,439,126,50,2793,54,2022-11-06
14,443,75,48,3142,46,2022-12-16
38,511,22,29,4453,84,2022-08-25
10,446,516,24,3402,46,2022-08-23
15,114,268,5,1722,56,2023-03-08
20,153,2,31,3971,47,2022-10-15
16,309,129,10,678,84,2023-04-18
20,481,19,5,2845,13,2023-03-21
20,432,39,27,1070,94,2022-10-26
11,134,469,9,431,68,2023-03-05
39,185,231,29,784,87,2022-08-29
21,282,492,35,2367,6,2022-06-20
3,118,241,46,4896,37,2022-12-25
15,352,201,40,1859,50,2022-09-22
38,336,163,26,3606,6,2022-10-24
38,346,305,40,4858,64,2023-01-17
39,513,33,39,3065,70,2022-11-20
37,136,371,14,2056,62,2022-12-02
38,240,222,2,3025,89,2022-09-08
23,210,517,39,3388,18,2023-04-02
7,490,319,29,1317,76,2022-08-02
34,332,133,43,4613,24,2023-02-27
1,9,410,35,1733,25,2023-04-06
28,164,234,19,2450,28,2023-02-26
13,42,445,1,4094,1,2023-04-16
33,513,64,50,3031,11,2022-08-07
11,175,185,37,1195,51,2023-01-07
19,370,512,38,2262,24,2022-08-24
10,314,315,5,4147,12,2023-02-11
24,197,447,44,949,84,2022-08-10
23,536,77,28,2734,75,2023-04-26
30,465,251,25,2397,24,2023-02-03
39,487,512,19,2989,87,2022-11-26
40,93,456,28,858,15,2023-03-14
23,425,525,47,580,2,2023-04-09
26,74,362,17,4392,33,2023-02-21
10,156,143,41,2245,89,2022-10-24
30,27,473,23,187,8,2023-01-08
23,245,257,41,4035,51,2022-09-22
5,417,128,18,1822,82,2023-03-20
2,516,107,49,3011,96,2022-11-27
28,467,536,28,4249,9,2022-07-13
5,495,293,42,4168,47,2023-02-02
15,323,209,45,4889,39,2022-11-20
5,141,121,45,2955,2,2022-10-16
26,138,194,36,3654,14,2023-01-13
3,226,268,10,3233,10,2022-08-12
37,476,192,24,4738,28,2023-02-27
28,420,86,22,352,41,2023-02-15
30,48,488,13,359,71,2022-05-04
22,518,530,29,4090,68,2023-01-12
38,467,438,16,4531,7,2023-03-04
10,394,472,2,2265,38,2022-05-07
1,153,553,2,2124,43,2022-10-27
15,3,437,8,844,20,2022-06-22
0,129,310,30,311,93,2022-11-21
27,321,221,28,4283,94,2023-03-28
0,339,77,14,4117,66,2022-08-04
29,511,405,3,1597,87,2023-01-13
6,510,322,35,3299,27,2023-03-27
22,99,145,31,3147,57,2022-07-10
10,102,192,16,112,79,2023-04-20
35,96,384,42,2275,40,2023-03-05
23,396,202,20,375,72,2023-01-07
5,205,205,13,3759,5,2022-07-10
0,369,403,32,4083,24,2023-03-09
27,417,389,46,2039,4,2022-05-08
23,198,292,3,2384,12,2022-09-26
34,444,49,46,4493,67,2023-02-06
6,425,432,23,2262,26,2022-07-04
31,47,494,12,1940,11,2022-12-29
38,520,26,20,1674,2,2023-04-09
4,221,384,15,1815,94,2023-01-16
37,516,438,19,3424,79,2022-05-24
33,153,475,45,432,68,2022-09-12
8,117,425,47,203,83,2022-08-23
7,69,4,26,4066,74,2022-11-27
1,5,412,41,2738,5,2023-04-27
6,261,206,15,710,64,2023-02-03
14,82,493,48,3539,80,2022-05-02
22,239,340,11,4545,66,2022-11-19
4,477,477,22,355,28,2022-06-29
12,511,495,20,4727,60,2022-10-02
35,68,459,14,768,28,2023-01-28
9,126,435,14,3581,89,2022-07-05
29,323,362,48,1520,94,2022-06-28
15,389,419,9,663,37,2023-01-13
38,408,542,35,1132,20,2023-01-26
2,126,143,28,1871,8,2022-11-30
29,95,552,14,1020,23,2022-11-23
8,422,467,43,1540,43,2023-02-08
33,508,87,43,4895,32,2022-10-04
29,365,148,24,3638,94,2023-01-31
35,312,386,50,1608,57,2022-09-27
3,234,10,35,3161,4,2022-09-23
25,264,201,49,1077,11,2022-10-28
0,16,217,35,1808,20,2022-12-02
12,410,385,2,2135,12,2022-10-06
12,46,509,50,2119,45,2022-10-11
15,4,202,34,3042,59,2022-12-18
19,306,11,5,3748,81,2022-08-16
16,273,216,40,1999,81,2022-12-24
19,39,366,45,1337,32,2022-09-02
37,142,105,7,1508,15,2022-11-28
19,496,54,34,3151,28,2022-06-17
19,390,323,40,1684,91,2023-03-25
19,403,259,8,4786,50,2022-05-17
17,20,106,4,3382,26,2022-08-07
39,402,359,48,3580,8,2022-06-24
19,121,440,4,3060,43,2022-07-27
20,389,530,38,3791,41,2023-02-01
19,430,261,49,3093,88,2022-12-04
25,27,151,50,2914,30,2022-11-13
10,82,268,26,1728,71,2022-05-07
36,524,315,43,290,96,2023-02-10
9,265,468,35,4576,10,2022-10-26
35,30,33,31,4346,64,2022-05-16
5,29,346,50,2739,31,2022-12-10
1,40,556,28,1844,73,2023-02-04
13,196,361,42,2305,47,2023-01-27
19,6,241,37,3534,43,2022-05-15
5,121,188,1,3468,36,2022-06-28
0,464,81,34,3422,50,2022-08-13
8,377,386,28,562,79,2023-01-13
8,145,411,16,4250,28,2023-02-13
19,107,134,33,4707,67,2022-11-17
35,406,314,16,1186,36,2023-02-01
