"battleID","pokemon_instanceID","remaining_hp","damage_received","damage_dealt"
"144","266","0","0","0"
"144","267","3","2","5"
"144","268","0","0","0"
"144","6175","0","62","62"
"144","6176","0","70","70"
"144","6177","0","28","28"
"144","6178","0","66","66"
"144","6179","0","78","78"
"144","6180","0","77","38"
"145","12145","90","0","9"
"145","12146","7","63","70"
"145","12147","64","0","70"
"145","12148","0","0","0"
"145","12149","17","0","17"
"145","12150","73","0","73"
"145","13497","0","61","18"
"145","13498","0","0","0"
"145","13499","0","0","0"
"145","13500","0","75","0"
"145","13501","0","0","0"
"145","13502","0","143","200"
"146","11137","15","0","1"
"146","11138","38","5","34"
"146","11139","48","33","81"
"146","11140","0","57","57"
"146","11141","0","0","0"
"146","11142","0","0","0"
"146","1742","0","18","18"
"146","1743","0","59","59"
"146","1744","0","0","0"
"146","1745","0","57","57"
"146","1746","0","41","65"
"146","1747","0","42","42"
"147","8839","70","0","98"
"147","8840","69","0","103"
"147","8841","18","3","18"
"147","8842","0","0","0"
"147","8843","19","79","98"
"147","8844","0","0","0"
"147","0","0","32","17"
"147","1","0","8","3"
"147","2","0","0","0"
"147","3","0","0","0"
"147","4","0","18","0"
"147","5","0","30","30"
"148","3182","64","44","54"
"148","3183","88","22","110"
"148","3184","0","0","0"
"148","3185","67","0","67"
"148","3186","0","0","0"
"148","3187","0","0","0"
"148","6827","0","0","0"
"148","6828","0","98","137"
"148","6829","0","145","145"
"148","6830","0","59","59"
"148","6831","0","0","0"
"148","6832","0","158","158"
"149","10331","14","2","16"
"149","10332","20","20","40"
"149","10333","0","0","0"
"149","10334","0","0","0"
"149","10335","99","0","99"
"149","10336","0","0","0"
"149","10","0","6","2"
"149","11","0","6","6"
"149","12","0","10","10"
"149","13","0","17","0"
"149","14","0","17","17"
"149","15","0","3","0"
"150","86","5","9","23"
"150","87","7","0","7"
"150","88","0","0","0"
"150","89","0","0","0"
"150","90","28","0","28"
"150","91","22","0","0"
"150","12765","0","0","0"
"150","12766","0","143","143"
"150","12767","0","133","133"
"150","12768","0","161","161"
"150","12769","0","0","0"
"150","12770","0","66","66"
"151","11622","99","0","99"
"151","11623","16","40","56"
"151","11624","105","0","105"
"151","11625","36","87","196"
"151","11626","2","5","7"
"151","11627","0","0","0"
"151","2171","0","26","10"
"151","2172","0","0","0"
"151","2173","0","63","63"
"151","2174","0","0","0"
"151","2175","0","0","0"
"151","2176","0","49","49"
"152","11168","74","33","107"
"152","11169","112","13","125"
"152","11170","28","0","22"
"152","11171","0","63","50"
"152","11172","0","0","0"
"152","11173","134","34","168"
"152","12376","0","88","88"
"152","12377","0","70","70"
"152","12378","0","0","0"
"152","12379","0","2","2"
"152","12380","0","63","63"
"152","12381","0","115","77"
"153","12793","47","0","47"
"153","12794","33","4","18"
"153","12795","21","0","21"
"153","12796","97","11","162"
"153","12797","45","45","90"
"153","12798","0","0","0"
"153","1023","0","47","0"
"153","1024","0","85","18"
"153","1025","0","25","25"
"153","1026","0","0","0"
"153","1027","0","59","59"
"153","1028","0","0","0"
"154","1526","22","34","72"
"154","1527","58","0","40"
"154","1528","0","0","0"
"154","1529","78","34","56"
"154","1530","0","0","0"
"154","1531","79","141","132"
"154","6726","0","0","0"
"154","6727","0","63","63"
"154","6728","0","0","0"
"154","6729","0","54","54"
"154","6730","0","0","0"
"154","6731","0","83","83"
"155","784","84","0","92"
"155","785","27","13","3"
"155","786","0","0","0"
"155","787","0","0","0"
"155","788","0","0","0"
"155","789","24","0","24"
"155","7484","0","195","65"
"155","7485","0","32","32"
"155","7486","0","158","158"
"155","7487","0","91","127"
"155","7488","0","6","6"
"155","7489","0","89","89"
"156","1231","72","0","86"
"156","1232","41","28","69"
"156","1233","43","54","54"
"156","1234","43","29","72"
"156","1235","0","0","0"
"156","1236","45","46","91"
"156","7154","0","54","54"
"156","7155","0","38","38"
"156","7156","0","0","0"
"156","7157","0","70","35"
"156","7158","0","11","17"
"156","7159","0","115","92"
"157","11812","0","79","79"
"157","11813","15","62","107"
"157","11814","0","0","0"
"157","11815","53","0","53"
"157","11816","109","28","164"
"157","11817","51","109","58"
"157","1471","0","54","54"
"157","1472","0","0","0"
"157","1473","0","43","43"
"157","1474","0","110","220"
"157","1475","0","100","100"
"157","1476","0","0","0"
"158","13445","27","28","55"
"158","13446","12","114","126"
"158","13447","42","101","143"
"158","13448","77","20","97"
"158","13449","20","83","103"
"158","13450","5","51","56"
"158","11780","0","108","72"
"158","11781","0","0","0"
"158","11782","0","58","58"
"158","11783","0","23","23"
"158","11784","0","82","139"
"158","11785","0","144","28"
"159","1176","0","0","0"
"159","1177","0","0","0"
"159","1178","0","0","0"
"159","1179","45","0","45"
"159","1180","39","0","39"
"159","1181","9","15","24"
"159","2577","0","0","0"
"159","2578","0","94","9"
"159","2579","0","40","68"
"159","2580","0","0","0"
"159","2581","0","17","17"
"159","2582","0","0","0"
"160","737","27","7","44"
"160","738","56","0","56"
"160","739","0","0","0"
"160","740","51","0","51"
"160","741","0","0","0"
"160","742","15","7","22"
"160","6962","0","104","104"
"160","6963","0","0","0"
"160","6964","0","105","136"
"160","6965","0","0","0"
"160","6966","0","0","0"
"160","6967","0","0","0"
"161","13673","46","46","147"
"161","13674","25","25","70"
"161","13675","0","0","0"
"161","13676","0","15","13"
"161","13677","16","0","16"
"161","13678","0","0","0"
"161","9708","0","192","192"
"161","9709","0","88","88"
"161","9710","0","0","0"
"161","9711","0","137","137"
"161","9712","0","152","152"
"161","9713","0","239","358"
"162","11669","0","0","0"
"162","11670","0","0","0"
"162","11671","141","0","84"
"162","11672","0","0","0"
"162","11673","122","0","122"
"162","11674","59","0","59"
"162","4696","0","0","0"
"162","4697","0","0","0"
"162","4698","0","69","75"
"162","4699","0","100","100"
"162","4700","0","115","115"
"162","4701","0","389","389"
"163","10496","17","12","29"
"163","10497","96","134","28"
"163","10498","136","0","136"
"163","10499","120","24","120"
"163","10500","14","0","14"
"163","10501","0","0","0"
"163","1981","0","132","10"
"163","1982","0","110","110"
"163","1983","0","252","43"
"163","1984","0","0","0"
"163","1985","0","0","0"
"163","1986","0","0","0"
"164","8264","43","0","43"
"164","8265","0","0","0"
"164","8266","0","125","125"
"164","8267","56","0","39"
"164","8268","48","0","48"
"164","8269","101","0","101"
"164","6114","0","96","96"
"164","6115","0","30","30"
"164","6116","0","132","66"
"164","6117","0","103","103"
"164","6118","0","86","111"
"164","6119","0","46","46"
"165","848","0","0","0"
"165","849","3","4","7"
"165","850","9","37","9"
"165","851","0","1","1"
"165","852","0","0","0"
"165","853","0","0","0"
"165","1231","0","72","72"
"165","1232","0","69","69"
"165","1233","0","162","54"
"165","1234","0","72","72"
"165","1235","0","0","0"
"165","1236","0","91","91"
"166","13457","34","0","13"
"166","13458","89","0","89"
"166","13459","10","91","20"
"166","13460","0","0","0"
"166","13461","0","0","0"
"166","13462","14","2","4"
"166","189","0","0","0"
"166","190","0","3","0"
"166","191","0","8","8"
"166","192","0","0","0"
"166","193","0","1","1"
"166","194","0","9","11"
"167","10365","0","0","0"
"167","10366","75","9","84"
"167","10367","93","0","111"
"167","10368","0","0","0"
"167","10369","0","0","0"
"167","10370","0","0","0"
"167","11348","0","163","78"
"167","11349","0","107","107"
"167","11350","0","37","37"
"167","11351","0","106","106"
"167","11352","0","0","0"
"167","11353","0","0","0"
"168","13072","94","0","84"
"168","13073","0","0","0"
"168","13074","111","0","111"
"168","13075","0","143","214"
"168","13076","92","0","92"
"168","13077","0","0","0"
"168","8737","0","0","0"
"168","8738","0","18","18"
"168","8739","0","227","227"
"168","8740","0","84","67"
"168","8741","0","0","0"
"168","8742","0","61","48"
"169","10505","1","7","11"
"169","10506","14","59","65"
"169","10507","30","0","27"
"169","10508","109","0","109"
"169","10509","144","36","144"
"169","10510","0","0","0"
"169","4154","0","0","0"
"169","4155","0","0","0"
"169","4156","0","132","132"
"169","4157","0","3","3"
"169","4158","0","79","79"
"169","4159","0","0","0"
"170","4624","2","6","8"
"170","4625","0","0","0"
"170","4626","14","60","74"
"170","4627","30","0","30"
"170","4628","0","0","0"
"170","4629","0","0","0"
"170","3319","0","107","21"
"170","3320","0","91","91"
"170","3321","0","110","110"
"170","3322","0","0","0"
"170","3323","0","0","0"
"170","3324","0","81","162"
"171","11944","88","0","88"
"171","11945","0","0","0"
"171","11946","0","0","0"
"171","11947","78","0","0"
"171","11948","27","66","93"
"171","11949","140","0","140"
"171","2799","0","120","120"
"171","2800","0","102","102"
"171","2801","0","0","0"
"171","2802","0","0","0"
"171","2803","0","91","91"
"171","2804","0","271","271"
"172","11053","35","9","66"
"172","11054","136","0","136"
"172","11055","5","0","5"
"172","11056","5","22","24"
"172","11057","0","0","0"
"172","11058","10","90","100"
"172","4740","0","0","0"
"172","4741","0","305","109"
"172","4742","0","0","0"
"172","4743","0","35","70"
"172","4744","0","59","59"
"172","4745","0","0","0"
"173","6440","83","0","83"
"173","6441","185","0","296"
"173","6442","89","0","62"
"173","6443","57","33","82"
"173","6444","0","0","0"
"173","6445","0","0","0"
"173","4223","0","173","173"
"173","4224","0","120","120"
"173","4225","0","119","119"
"173","4226","0","0","0"
"173","4227","0","0","0"
"173","4228","0","52","52"
"174","2276","0","0","0"
"174","2277","26","18","44"
"174","2278","16","17","6"
"174","2279","43","65","108"
"174","2280","0","0","0"
"174","2281","0","0","0"
"174","2415","0","108","43"
"174","2416","0","104","104"
"174","2417","0","85","17"
"174","2418","0","0","0"
"174","2419","0","84","84"
"174","2420","0","112","112"
"175","8108","81","55","122"
"175","8109","39","10","34"
"175","8110","81","0","81"
"175","8111","0","0","0"
"175","8112","0","220","220"
"175","8113","0","0","0"
"175","7734","0","103","103"
"175","7735","0","112","112"
"175","7736","0","80","80"
"175","7737","0","90","90"
"175","7738","0","0","0"
"175","7739","0","126","189"
"176","5469","73","0","73"
"176","5470","101","90","101"
"176","5471","0","0","0"
"176","5472","84","57","141"
"176","5473","81","0","81"
"176","5474","0","0","0"
"176","1940","0","0","0"
"176","1941","0","12","12"
"176","1942","0","0","0"
"176","1943","0","89","89"
"176","1944","0","32","57"
"176","1945","0","130","104"
"177","2692","0","0","0"
"177","2693","51","0","56"
"177","2694","29","13","42"
"177","2695","137","191","137"
"177","2696","100","26","126"
"177","2697","62","0","62"
"177","9759","0","158","158"
"177","9760","0","130","130"
"177","9761","0","32","41"
"177","9762","0","0","0"
"177","9763","0","0","0"
"177","9764","0","0","0"
"178","6072","71","0","71"
"178","6073","2","0","2"
"178","6074","187","0","187"
"178","6075","15","0","15"
"178","6076","0","0","0"
"178","6077","54","0","75"
"178","12683","0","0","0"
"178","12684","0","0","0"
"178","12685","0","0","0"
"178","12686","0","0","0"
"178","12687","0","0","0"
"178","12688","0","0","0"
"179","8476","64","0","64"
"179","8477","0","0","0"
"179","8478","0","109","109"
"179","8479","101","0","151"
"179","8480","101","0","101"
"179","8481","78","0","78"
"179","2436","0","53","95"
"179","2437","0","70","70"
"179","2438","0","58","58"
"179","2439","0","0","0"
"179","2440","0","103","154"
"179","2441","0","0","0"
"180","3573","43","0","34"
"180","3574","0","93","93"
"180","3575","0","0","0"
"180","3576","106","127","106"
"180","3577","9","22","31"
"180","3578","73","0","73"
"180","7370","0","0","0"
"180","7371","0","92","92"
"180","7372","0","73","102"
"180","7373","0","64","12"
"180","7374","0","117","35"
"180","7375","0","93","55"
"181","2415","108","0","108"
"181","2416","104","0","208"
"181","2417","85","0","85"
"181","2418","0","0","0"
"181","2419","84","0","84"
"181","2420","67","45","112"
"181","11934","0","21","21"
"181","11935","0","125","87"
"181","11936","0","139","69"
"181","11937","0","137","137"
"181","11938","0","204","183"
"181","11939","0","42","42"
"182","3839","431","0","431"
"182","3840","123","0","98"
"182","3841","10","24","64"
"182","3842","139","0","139"
"182","3843","0","0","0"
"182","3844","0","0","0"
"182","7513","0","384","128"
"182","7514","0","49","41"
"182","7515","0","88","88"
"182","7516","0","134","61"
"182","7517","0","19","15"
"182","7518","0","0","0"
"183","2756","41","57","131"
"183","2757","0","0","0"
"183","2758","0","101","101"
"183","2759","3","1","4"
"183","2760","0","19","19"
"183","2761","0","0","0"
"183","9708","0","192","192"
"183","9709","0","88","88"
"183","9710","0","0","0"
"183","9711","0","137","137"
"183","9712","0","152","152"
"183","9713","0","239","239"
"184","7675","50","95","30"
"184","7676","62","0","62"
"184","7677","83","0","83"
"184","7678","104","0","31"
"184","7679","1","3","1"
"184","7680","101","0","171"
"184","13072","0","94","0"
"184","13073","0","0","0"
"184","13074","0","111","111"
"184","13075","0","143","143"
"184","13076","0","92","165"
"184","13077","0","0","0"
"185","10505","8","0","16"
"185","10506","29","44","73"
"185","10507","30","0","30"
"185","10508","32","77","163"
"185","10509","180","0","180"
"185","10510","0","0","0"
"185","2479","0","12","0"
"185","2480","0","0","0"
"185","2481","0","52","88"
"185","2482","0","128","128"
"185","2483","0","123","36"
"185","2484","0","112","112"
"186","5737","123","0","123"
"186","5738","76","0","76"
"186","5739","0","0","0"
"186","5740","64","0","64"
"186","5741","12","30","42"
"186","5742","0","0","0"
"186","8998","0","94","94"
"186","8999","0","100","100"
"186","9000","0","106","106"
"186","9001","0","0","0"
"186","9002","0","0","0"
"186","9003","0","0","0"
"187","2510","119","0","119"
"187","2511","0","0","0"
"187","2512","104","0","114"
"187","2513","28","0","28"
"187","2514","86","0","129"
"187","2515","0","226","248"
"187","6534","0","156","156"
"187","6535","0","90","27"
"187","6536","0","32","32"
"187","6537","0","0","0"
"187","6538","0","81","81"
"187","6539","0","199","59"
"188","9203","100","0","100"
"188","9204","38","59","184"
"188","9205","43","30","73"
"188","9206","61","0","61"
"188","9207","39","0","39"
"188","9208","73","19","92"
"188","10947","0","112","22"
"188","10948","0","0","0"
"188","10949","0","27","27"
"188","10950","0","58","81"
"188","10951","0","82","82"
"188","10952","0","0","0"
"189","225","76","0","22"
"189","226","0","0","0"
"189","227","0","0","0"
"189","228","13","9","22"
"189","229","11","0","1"
"189","230","0","0","0"
"189","13200","0","0","0"
"189","13201","0","77","77"
"189","13202","0","0","0"
"189","13203","0","23","23"
"189","13204","0","283","118"
"189","13205","0","0","0"
"190","13369","179","78","257"
"190","13370","0","0","0"
"190","13371","113","0","169"
"190","13372","95","0","38"
"190","13373","55","38","93"
"190","13374","0","0","0"
"190","995","0","0","0"
"190","996","0","8","8"
"190","997","0","0","0"
"190","998","0","67","67"
"190","999","0","28","28"
"190","1000","0","0","0"
"191","4740","0","0","0"
"191","4741","0","119","109"
"191","4742","0","0","0"
"191","4743","0","35","35"
"191","4744","59","0","59"
"191","4745","0","0","0"
"191","9747","0","0","0"
"191","9748","0","27","27"
"191","9749","0","81","81"
"191","9750","0","98","78"
"191","9751","0","107","107"
"191","9752","0","87","87"
"192","11669","0","0","0"
"192","11670","0","0","0"
"192","11671","141","0","141"
"192","11672","0","0","0"
"192","11673","97","25","183"
"192","11674","23","36","59"
"192","5046","0","52","52"
"192","5047","0","0","0"
"192","5048","0","148","148"
"192","5049","0","0","0"
"192","5050","0","43","81"
"192","5051","0","66","66"
"193","3404","0","0","0"
"193","3405","103","0","103"
"193","3406","0","0","0"
"193","3407","2","8","10"
"193","3408","58","136","252"
"193","3409","12","113","125"
"193","11377","0","229","229"
"193","11378","0","99","99"
"193","11379","0","92","92"
"193","11380","0","20","36"
"193","11381","0","54","54"
"193","11382","0","71","71"
"194","12496","0","0","0"
"194","12497","0","0","0"
"194","12498","0","0","0"
"194","12499","213","0","213"
"194","12500","159","0","159"
"194","12501","27","42","69"
"194","9110","0","0","0"
"194","9111","0","36","36"
"194","9112","0","68","68"
"194","9113","0","49","29"
"194","9114","0","0","0"
"194","9115","0","19","19"
"195","8652","115","0","115"
"195","8653","96","24","132"
"195","8654","1","5","6"
"195","8655","1","0","1"
"195","8656","32","0","32"
"195","8657","0","0","0"
"195","9726","0","123","73"
"195","9727","0","66","66"
"195","9728","0","4","4"
"195","9729","0","0","0"
"195","9730","0","0","0"
"195","9731","0","0","0"
"196","9798","60","0","60"
"196","9799","0","0","0"
"196","9800","0","0","0"
"196","9801","14","59","73"
"196","9802","88","0","17"
"196","9803","0","0","0"
"196","12933","0","72","72"
"196","12934","0","4","4"
"196","12935","0","73","73"
"196","12936","0","90","162"
"196","12937","0","0","0"
"196","12938","0","91","91"
"197","10322","0","0","0"
"197","10323","8","19","45"
"197","10324","106","0","212"
"197","10325","0","0","0"
"197","10326","52","14","33"
"197","10327","123","0","159"
"197","3505","0","0","0"
"197","3506","0","90","90"
"197","3507","0","0","0"
"197","3508","0","0","0"
"197","3509","0","0","0"
"197","3510","0","0","0"
"198","8595","0","0","0"
"198","8596","46","6","26"
"198","8597","138","0","138"
"198","8598","68","0","81"
"198","8599","0","0","0"
"198","8600","118","30","103"
"198","10120","0","306","306"
"198","10121","0","23","32"
"198","10122","0","0","0"
"198","10123","0","0","0"
"198","10124","0","0","0"
"198","10125","0","0","0"
"199","1950","63","0","81"
"199","1951","0","0","0"
"199","1952","41","0","65"
"199","1953","27","3","27"
"199","1954","44","68","134"
"199","1955","0","0","0"
"199","12695","0","19","38"
"199","12696","0","85","68"
"199","12697","0","0","0"
"199","12698","0","239","138"
"199","12699","0","0","0"
"199","12700","0","0","0"
"200","11096","16","5","16"
"200","11097","44","45","151"
"200","11098","41","0","41"
"200","11099","61","61","122"
"200","11100","0","0","0"
"200","11101","58","137","253"
"200","9883","0","96","96"
"200","9884","0","0","0"
"200","9885","0","29","29"
"200","9886","0","98","98"
"200","9887","0","0","0"
"200","9888","0","133","133"
"201","11704","47","48","19"
"201","11705","18","72","180"
"201","11706","0","0","0"
"201","11707","0","0","0"
"201","11708","0","0","0"
"201","11709","0","0","0"
"201","4154","0","0","0"
"201","4155","0","0","0"
"201","4156","0","132","132"
"201","4157","0","3","3"
"201","4158","0","79","79"
"201","4159","0","0","0"
"202","12175","51","0","25"
"202","12176","81","21","102"
"202","12177","96","0","96"
"202","12178","18","9","27"
"202","12179","22","22","44"
"202","12180","0","0","0"
"202","4311","0","0","0"
"202","4312","0","134","134"
"202","4313","0","141","141"
"202","4314","0","86","86"
"202","4315","0","67","67"
"202","4316","0","124","124"
"203","7833","0","0","0"
"203","7834","169","0","169"
"203","7835","0","0","0"
"203","7836","7","0","7"
"203","7837","78","0","78"
"203","7838","6","9","21"
"203","11251","0","93","93"
"203","11252","0","0","0"
"203","11253","0","23","23"
"203","11254","0","306","102"
"203","11255","0","147","123"
"203","11256","0","51","51"
"204","10571","43","29","14"
"204","10572","21","32","100"
"204","10573","16","40","78"
"204","10574","84","22","106"
"204","10575","7","5","12"
"204","10576","0","0","0"
"204","2442","0","34","34"
"204","2443","0","35","3"
"204","2444","0","69","69"
"204","2445","0","53","53"
"204","2446","0","66","66"
"204","2447","0","0","0"
"205","1314","16","26","2"
"205","1315","60","0","102"
"205","1316","71","0","71"
"205","1317","39","0","39"
"205","1318","103","0","103"
"205","1319","42","18","60"
"205","3182","0","108","108"
"205","3183","0","110","110"
"205","3184","0","0","0"
"205","3185","0","67","134"
"205","3186","0","0","0"
"205","3187","0","0","0"
"206","7932","58","0","23"
"206","7933","12","28","40"
"206","7934","0","0","0"
"206","7935","0","0","0"
"206","7936","0","0","0"
"206","7937","75","75","285"
"206","10394","0","0","0"
"206","10395","0","0","0"
"206","10396","0","98","98"
"206","10397","0","0","0"
"206","10398","0","0","0"
"206","10399","0","21","21"
"207","12855","0","0","0"
"207","12856","0","0","0"
"207","12857","36","147","183"
"207","12858","62","0","62"
"207","12859","0","0","0"
"207","12860","0","0","0"
"207","7268","0","0","0"
"207","7269","0","104","104"
"207","7270","0","60","54"
"207","7271","0","100","81"
"207","7272","0","76","45"
"207","7273","0","36","36"
"208","6857","100","0","190"
"208","6858","23","23","87"
"208","6859","0","0","0"
"208","6860","44","0","44"
"208","6861","0","0","0"
"208","6862","265","0","265"
"208","1821","0","89","89"
"208","1822","0","0","0"
"208","1823","0","52","52"
"208","1824","0","0","0"
"208","1825","0","0","0"
"208","1826","0","114","85"
"209","8071","0","0","0"
"209","8072","0","0","0"
"209","8073","69","0","69"
"209","8074","0","0","0"
"209","8075","0","0","0"
"209","8076","0","0","0"
"209","6051","0","163","189"
"209","6052","0","0","0"
"209","6053","0","81","16"
"209","6054","0","59","59"
"209","6055","0","86","86"
"209","6056","0","113","113"
"210","3634","57","39","96"
"210","3635","91","0","91"
"210","3636","0","2","2"
"210","3637","0","0","0"
"210","3638","67","0","67"
"210","3639","43","0","43"
"210","2660","0","108","183"
"210","2661","0","60","60"
"210","2662","0","38","57"
"210","2663","0","25","25"
"210","2664","0","0","0"
"210","2665","0","0","0"
"211","6348","0","0","0"
"211","6349","0","0","0"
"211","6350","15","0","15"
"211","6351","87","0","87"
"211","6352","14","4","18"
"211","6353","103","0","123"
"211","3193","0","112","56"
"211","3194","0","14","14"
"211","3195","0","65","39"
"211","3196","0","115","195"
"211","3197","0","0","0"
"211","3198","0","113","203"
"212","13404","255","0","25"
"212","13405","4","17","21"
"212","13406","115","0","115"
"212","13407","25","0","25"
"212","13408","0","0","0"
"212","13409","42","64","106"
"212","7767","0","0","0"
"212","7768","0","150","150"
"212","7769","0","59","59"
"212","7770","0","190","361"
"212","7771","0","67","67"
"212","7772","0","0","0"
"213","4826","0","0","0"
"213","4827","0","0","0"
"213","4828","112","177","257"
"213","4829","11","18","29"
"213","4830","33","51","84"
"213","4831","59","60","119"
"213","1113","0","0","0"
"213","1114","0","0","0"
"213","1115","0","0","0"
"213","1116","0","74","22"
"213","1117","0","9","9"
"213","1118","0","39","39"
"214","5215","9","87","96"
"214","5216","0","0","0"
"214","5217","22","33","33"
"214","5218","13","33","46"
"214","5219","0","0","0"
"214","5220","73","51","73"
"214","10759","0","0","0"
"214","10760","0","0","0"
"214","10761","0","0","0"
"214","10762","0","120","120"
"214","10763","0","0","0"
"214","10764","0","0","0"
"215","4242","81","9","90"
"215","4243","70","0","70"
"215","4244","0","0","0"
"215","4245","0","0","0"
"215","4246","14","21","21"
"215","4247","134","0","268"
"215","11326","0","72","64"
"215","11327","0","32","32"
"215","11328","0","50","5"
"215","11329","0","0","0"
"215","11330","0","39","70"
"215","11331","0","127","127"
"216","12619","0","0","0"
"216","12620","0","0","0"
"216","12621","0","0","0"
"216","12622","70","0","70"
"216","12623","0","0","0"
"216","12624","0","0","0"
"216","9248","0","47","47"
"216","9249","0","58","98"
"216","9250","0","112","112"
"216","9251","0","125","125"
"216","9252","0","0","0"
"216","9253","0","0","0"
"217","7451","0","81","81"
"217","7452","0","0","0"
"217","7453","90","0","180"
"217","7454","41","0","41"
"217","7455","0","0","0"
"217","7456","0","0","0"
"217","1742","0","18","18"
"217","1743","0","59","59"
"217","1744","0","0","0"
"217","1745","0","57","22"
"217","1746","0","41","41"
"217","1747","0","42","42"
"218","8567","0","0","0"
"218","8568","0","0","0"
"218","8569","0","0","0"
"218","8570","125","0","125"
"218","8571","0","0","0"
"218","8572","13","33","82"
"218","8613","0","99","138"
"218","8614","0","57","34"
"218","8615","0","39","66"
"218","8616","0","113","113"
"218","8617","0","42","42"
"218","8618","0","0","0"
"219","7154","54","0","86"
"219","7155","38","0","38"
"219","7156","0","0","0"
"219","7157","70","0","70"
"219","7158","0","11","7"
"219","7159","115","0","115"
"219","529","0","0","0"
"219","530","0","0","0"
"219","531","0","23","23"
"219","532","0","19","19"
"219","533","0","12","12"
"219","534","0","0","0"
"220","11452","9","87","124"
"220","11453","38","58","96"
"220","11454","89","39","128"
"220","11455","0","0","0"
"220","11456","0","0","0"
"220","11457","0","0","0"
"220","3807","0","116","116"
"220","3808","0","0","0"
"220","3809","0","180","162"
"220","3810","0","0","0"
"220","3811","0","91","91"
"220","3812","0","73","21"
"221","1784","0","0","0"
"221","1785","36","25","61"
"221","1786","40","0","40"
"221","1787","62","0","62"
"221","1788","0","0","0"
"221","1789","29","0","29"
"221","12965","0","51","51"
"221","12966","0","38","38"
"221","12967","0","0","0"
"221","12968","0","51","10"
"221","12969","0","80","40"
"221","12970","0","0","0"
"222","10288","2","0","2"
"222","10289","10","96","201"
"222","10290","222","0","133"
"222","10291","77","20","97"
"222","10292","0","0","0"
"222","10293","27","64","91"
"222","761","0","64","64"
"222","762","0","47","56"
"222","763","0","0","0"
"222","764","0","18","18"
"222","765","0","45","45"
"222","766","0","24","24"
"223","2554","0","0","0"
"223","2555","166","0","166"
"223","2556","93","0","93"
"223","2557","57","0","57"
"223","2558","79","0","79"
"223","2559","0","0","0"
"223","5046","0","52","52"
"223","5047","0","0","0"
"223","5048","0","148","148"
"223","5049","0","0","0"
"223","5050","0","43","60"
"223","5051","0","66","66"
"224","2849","0","0","0"
"224","2850","0","0","0"
"224","2851","31","93","104"
"224","2852","0","0","0"
"224","2853","95","0","95"
"224","2854","0","0","0"
"224","387","0","0","0"
"224","388","0","19","19"
"224","389","0","0","0"
"224","390","0","0","0"
"224","391","0","0","0"
"224","392","0","28","28"
"225","3128","0","0","0"
"225","3129","0","0","0"
"225","3130","0","0","0"
"225","3131","61","61","122"
"225","3132","91","0","54"
"225","3133","57","0","57"
"225","5362","0","72","72"
"225","5363","0","129","129"
"225","5364","0","0","0"
"225","5365","0","16","16"
"225","5366","0","0","0"
"225","5367","0","0","0"
"226","7524","0","0","0"
"226","7525","13","10","23"
"226","7526","20","49","69"
"226","7527","70","0","70"
"226","7528","60","26","86"
"226","7529","0","0","0"
"226","0","0","42","27"
"226","1","0","8","8"
"226","2","0","0","0"
"226","3","0","0","0"
"226","4","0","12","8"
"226","5","0","30","0"
"227","11291","64","16","80"
"227","11292","0","54","54"
"227","11293","224","0","224"
"227","11294","0","0","0"
"227","11295","43","19","62"
"227","11296","0","0","0"
"227","11780","0","129","72"
"227","11781","0","0","0"
"227","11782","0","58","58"
"227","11783","0","23","23"
"227","11784","0","82","82"
"227","11785","0","144","144"
"228","13584","0","0","0"
"228","13585","65","0","65"
"228","13586","73","0","73"
"228","13587","134","0","134"
"228","13588","2","0","3"
"228","13589","10","0","9"
"228","8397","0","0","0"
"228","8398","0","0","0"
"228","8399","0","100","100"
"228","8400","0","0","0"
"228","8401","0","64","64"
"228","8402","0","31","31"
"229","10003","11","0","11"
"229","10004","1","16","17"
"229","10005","0","0","0"
"229","10006","27","0","27"
"229","10007","0","0","0"
"229","10008","0","0","0"
"229","10394","0","0","0"
"229","10395","0","0","0"
"229","10396","0","98","98"
"229","10397","0","0","0"
"229","10398","0","0","0"
"229","10399","0","21","39"
"230","11258","0","0","0"
"230","11259","125","0","212"
"230","11260","0","0","0"
"230","11261","0","0","0"
"230","11262","91","0","45"
"230","11263","10","5","15"
"230","12896","0","16","6"
"230","12897","0","63","119"
"230","12898","0","0","0"
"230","12899","0","84","84"
"230","12900","0","0","0"
"230","12901","0","104","20"
"231","2340","10","25","35"
"231","2341","0","0","0"
"231","2342","15","37","52"
"231","2343","0","0","0"
"231","2344","0","0","0"
"231","2345","9","6","15"
"231","12403","0","0","0"
"231","12404","0","49","49"
"231","12405","0","37","25"
"231","12406","0","98","176"
"231","12407","0","166","166"
"231","12408","0","0","0"
"232","8264","43","0","43"
"232","8265","0","0","0"
"232","8266","125","0","125"
"232","8267","5","51","61"
"232","8268","48","0","48"
"232","8269","50","51","101"
"232","3720","0","72","57"
"232","3721","0","55","55"
"232","3722","0","120","240"
"232","3723","0","0","0"
"232","3724","0","80","80"
"232","3725","0","113","113"
"233","10804","0","0","0"
"233","10805","120","0","144"
"233","10806","0","0","0"
"233","10807","61","42","61"
"233","10808","15","0","15"
"233","10809","70","0","70"
"233","931","0","90","90"
"233","932","0","0","0"
"233","933","0","0","0"
"233","934","0","29","55"
"233","935","0","14","14"
"233","936","0","76","76"
"234","2330","8","3","0"
"234","2331","119","0","142"
"234","2332","59","0","59"
